SubjectID,TrialNumber,Choice,ChoiceLabel,PlayChoice,ReactionTime,Card1,Card2,Card3,Card4,Card5,Card6,ExpectedValue,StandardDev,Condition,HighRT
1,94,1,Pass,0,2.9969,9,3,-9,0,0,0,1,9.16515139,3,1
1,95,2,Play,1,1.5724,-3,8,8,0,0,0,4.333333333,6.350852961,3,1
1,97,1,Pass,0,1.5275,2,-7,-8,0,0,0,-4.333333333,5.507570547,3,1
1,47,1,Pass,0,2.3737,2,1,-3,0,0,0,0,2.645751311,3,0
1,97,1,Pass,0,1.4906,9,-5,-8,0,0,0,-1.333333333,9.073771726,3,1
1,95,1,Pass,0,1.5074,-3,-9,-7,0,0,0,-6.333333333,3.055050463,3,1
1,32,2,Play,1,1.9917,3,6,-7,0,0,0,0.666666667,6.806859286,3,0
1,97,2,Play,1,0.9258,8,9,-5,0,0,0,4,7.810249676,3,1
1,47,2,Play,1,1.7093,1,2,-2,0,0,0,0.333333333,2.081665999,3,0
1,42,2,Play,1,1.3917,-4,3,5,0,0,0,1.333333333,4.725815626,3,0
1,47,1,Pass,0,1.8466,-4,2,-3,0,0,0,-1.666666667,3.214550254,3,0
1,97,1,Pass,0,1.8923,-7,-8,8,0,0,0,-2.333333333,8.96288644,3,1
1,47,1,Pass,0,1.2908,-4,-3,1,0,0,0,-2,2.645751311,3,0
1,32,2,Play,1,1.4954,2,4,6,0,0,0,4,2,3,0
1,91,2,Play,1,2.4591,9,-9,4,0,0,0,1.333333333,9.291573243,3,1
1,42,2,Play,1,0.9962,5,5,3,0,0,0,4.333333333,1.154700538,3,0
1,94,2,Play,1,1.0966,3,9,-7,0,0,0,1.666666667,8.082903769,3,1
1,95,2,Play,1,3.1593,8,7,-9,-3,8,-7,0.666666667,7.916228058,6,1
1,94,2,Play,1,0.7809,3,9,8,0,0,0,6.666666667,3.214550254,3,1
1,42,2,Play,1,1.9756,5,-1,3,0,0,0,2.333333333,3.055050463,3,0
1,42,2,Play,1,2.0762,-4,5,3,0,0,0,1.333333333,4.725815626,3,0
1,94,2,Play,1,1.2575,9,-9,8,0,0,0,2.666666667,10.11599394,3,1
1,42,2,Play,1,0.9957,5,5,-4,0,0,0,2,5.196152423,3,0
1,42,1,Pass,0,1.54,3,-4,-1,0,0,0,-0.666666667,3.511884584,3,0
1,47,1,Pass,0,1.4072,-3,-2,-4,0,0,0,-3,1,3,0
1,97,1,Pass,0,1.5768,-5,-8,-7,0,0,0,-6.666666667,1.527525232,3,1
1,47,1,Pass,0,1.1631,-4,-2,-3,-4,1,2,-1.666666667,2.581988897,6,0
1,10,1,Pass,0,1.0161,4,-6,-8,0,0,0,-3.333333333,6.429100507,3,0
1,94,1,Pass,0,0.797,-6,-9,8,0,0,0,-2.333333333,9.073771726,3,1
1,32,2,Play,1,1.3254,-7,2,6,0,0,0,0.333333333,6.658328118,3,0
1,10,1,Pass,0,1.2762,-8,-2,-7,0,0,0,-5.666666667,3.214550254,3,0
1,97,2,Play,1,1.3251,2,-5,8,0,0,0,1.666666667,6.506407099,3,1
1,91,2,Play,1,1.2421,4,9,-1,0,0,0,4,5,3,1
1,94,1,Pass,0,1.559,-9,3,-7,0,0,0,-4.333333333,6.429100507,3,1
1,94,2,Play,1,1.8789,8,9,-6,0,0,0,3.666666667,8.386497084,3,1
1,42,2,Play,1,1.4272,5,-1,3,0,0,0,2.333333333,3.055050463,3,0
1,47,1,Pass,0,1.4759,-4,-2,-4,0,0,0,-3.333333333,1.154700538,3,0
1,32,1,Pass,0,1.4966,2,-7,4,0,0,0,-0.333333333,5.859465277,3,0
1,42,2,Play,1,1.9099,5,-4,3,0,0,0,1.333333333,4.725815626,3,0
1,10,2,Play,1,1.6733,5,4,-8,0,0,0,0.333333333,7.234178138,3,0
1,47,1,Pass,0,1.3448,-3,-4,-2,0,0,0,-3,1,3,0
1,95,2,Play,1,1.0081,7,8,8,0,0,0,7.666666667,0.577350269,3,1
1,42,2,Play,1,2.0224,-4,5,3,0,0,0,1.333333333,4.725815626,3,0
1,32,2,Play,1,1.1298,6,2,3,0,0,0,3.666666667,2.081665999,3,0
1,94,1,Pass,0,1.5079,-6,-9,9,0,0,0,-2,9.643650761,3,1
1,32,2,Play,1,1.3747,6,4,3,0,0,0,4.333333333,1.527525232,3,0
1,94,1,Pass,0,1.7432,8,-7,3,0,0,0,1.333333333,7.637626158,3,1
1,10,1,Pass,0,1.4254,-7,-6,4,0,0,0,-3,6.08276253,3,0
1,94,2,Play,1,1.9448,8,-7,-9,-6,3,9,-0.333333333,7.991662322,6,1
1,91,1,Pass,0,1.5772,-8,4,-9,0,0,0,-4.333333333,7.234178138,3,1
1,42,1,Pass,0,2.8083,-1,-4,3,0,0,0,-0.666666667,3.511884584,3,0
1,42,2,Play,1,1.4289,3,5,-1,0,0,0,2.333333333,3.055050463,3,0
1,91,2,Play,1,1.1589,4,6,-1,0,0,0,3,3.605551275,3,1
1,97,2,Play,1,1.4104,-7,2,8,0,0,0,1,7.549834435,3,1
1,95,2,Play,1,0.9255,-3,8,7,0,0,0,4,6.08276253,3,1
1,47,1,Pass,0,1.4598,-4,-3,-4,0,0,0,-3.666666667,0.577350269,3,0
1,95,2,Play,1,1.5746,8,8,-7,0,0,0,3,8.660254038,3,1
1,91,2,Play,1,0.8261,4,9,6,0,0,0,6.333333333,2.516611478,3,1
1,94,1,Pass,0,2.9468,-7,8,-9,0,0,0,-2.666666667,9.291573243,3,1
1,91,2,Play,1,1.3422,9,6,-8,0,0,0,2.333333333,9.073771726,3,1
1,10,2,Play,1,1.0254,5,4,-7,0,0,0,0.666666667,6.658328118,3,0
1,97,1,Pass,0,2.9126,2,8,-8,0,0,0,0.666666667,8.082903769,3,1
1,47,1,Pass,0,1.85,1,-4,-4,0,0,0,-2.333333333,2.886751346,3,0
1,10,2,Play,1,1.5812,4,5,-2,0,0,0,2.333333333,3.785938897,3,0
1,91,1,Pass,0,1.1083,-8,-9,6,0,0,0,-3.666666667,8.386497084,3,1
1,91,1,Pass,0,1.7133,-1,-8,4,0,0,0,-1.666666667,6.027713773,3,1
1,47,1,Pass,0,2.0923,2,-2,-4,0,0,0,-1.333333333,3.055050463,3,0
1,95,2,Play,1,1.2756,7,8,-7,0,0,0,2.666666667,8.386497084,3,1
1,47,1,Pass,0,1.0254,2,-4,-4,0,0,0,-2,3.464101615,3,0
1,94,1,Pass,0,1.5086,-7,9,-9,0,0,0,-2.333333333,9.865765725,3,1
1,97,1,Pass,0,2.5277,-8,2,-5,0,0,0,-3.666666667,5.131601439,3,1
1,94,1,Pass,0,0.8425,8,-6,-7,0,0,0,-1.666666667,8.386497084,3,1
1,94,2,Play,1,1.4088,9,8,-7,0,0,0,3.333333333,8.96288644,3,1
1,95,2,Play,1,1.692,8,-9,7,0,0,0,2,9.539392014,3,1
1,97,2,Play,1,0.9474,2,9,-7,0,0,0,1.333333333,8.020806277,3,1
1,32,2,Play,1,1.5591,3,-7,4,2,6,6,2.333333333,4.844240567,6,0
1,10,1,Pass,0,1.7449,-2,-6,4,0,0,0,-1.333333333,5.033222957,3,0
1,32,2,Play,1,1.0431,3,6,2,0,0,0,3.666666667,2.081665999,3,0
1,10,2,Play,1,2.179,-2,-7,5,0,0,0,-1.333333333,6.027713773,3,0
1,94,1,Pass,0,1.5922,-7,-6,-9,0,0,0,-7.333333333,1.527525232,3,1
1,91,1,Pass,0,1.1245,-1,-9,-8,0,0,0,-6,4.358898944,3,1
1,94,2,Play,1,1.0922,-9,3,8,0,0,0,0.666666667,8.736894948,3,1
1,95,1,Pass,0,1.2755,-7,-9,8,0,0,0,-2.666666667,9.291573243,3,1
1,47,1,Pass,0,0.8257,-3,-4,2,0,0,0,-1.666666667,3.214550254,3,0
1,10,1,Pass,0,1.0753,-8,5,-2,0,0,0,-1.666666667,6.506407099,3,0
1,32,2,Play,1,1.1922,4,6,6,0,0,0,5.333333333,1.154700538,3,0
1,10,1,Pass,0,1.1587,-8,-2,-6,0,0,0,-5.333333333,3.055050463,3,0
1,32,2,Play,1,1.229,4,3,-7,0,0,0,0,6.08276253,3,0
1,47,1,Pass,0,1.6285,1,-2,-4,0,0,0,-1.666666667,2.516611478,3,0
1,32,2,Play,1,1.7265,4,2,6,0,0,0,4,2,3,0
1,91,2,Play,1,0.8926,-8,6,4,0,0,0,0.666666667,7.571877794,3,1
1,42,2,Play,1,0.709,5,3,5,0,0,0,4.333333333,1.154700538,3,0
1,32,2,Play,1,1.9591,6,-7,4,0,0,0,1,7,3,0
1,47,1,Pass,0,2.0432,-4,1,2,0,0,0,-0.333333333,3.214550254,3,0
1,47,1,Pass,0,2.0266,2,-2,-3,0,0,0,-1,2.645751311,3,0
1,10,1,Pass,0,2.1093,4,-6,5,0,0,0,1,6.08276253,3,0
1,10,1,Pass,0,2.3973,-2,-8,-7,4,-6,5,-2.333333333,5.680375574,6,0
1,97,2,Play,1,0.6964,2,8,9,0,0,0,6.333333333,3.785938897,3,1
1,91,1,Pass,0,3.1117,-1,4,-9,0,0,0,-2,6.557438524,3,1
1,91,2,Play,1,2.3416,9,-8,4,0,0,0,1.666666667,8.736894948,3,1
1,91,2,Play,1,1.1425,6,-9,9,0,0,0,2,9.643650761,3,1
1,42,2,Play,1,0.6423,5,3,3,0,0,0,3.666666667,1.154700538,3,0
1,10,1,Pass,0,1.6922,-2,5,-6,0,0,0,-1,5.567764363,3,0
1,95,2,Play,1,3.0466,7,-3,8,0,0,0,4,6.08276253,3,1
1,97,1,Pass,0,1.7418,-7,8,-5,0,0,0,-1.333333333,8.144527815,3,1
1,91,1,Pass,0,2.9414,-9,-8,9,0,0,0,-2.666666667,10.11599394,3,1
1,10,1,Pass,0,1.7576,-7,-2,-6,0,0,0,-5,2.645751311,3,0
1,10,1,Pass,0,1.2406,-6,-7,5,0,0,0,-2.666666667,6.658328118,3,0
1,91,1,Pass,0,0.8755,6,-8,-1,0,0,0,-1,7,3,1
1,95,1,Pass,0,0.9588,-9,-7,8,0,0,0,-2.666666667,9.291573243,3,1
1,95,1,Pass,0,0.798,7,-3,-9,0,0,0,-1.666666667,8.082903769,3,1
1,32,1,Pass,0,4.0078,2,-7,3,0,0,0,-0.666666667,5.507570547,3,0
1,94,2,Play,1,2.8935,3,-6,8,0,0,0,1.666666667,7.094598885,3,1
1,10,1,Pass,0,2.0772,-2,-7,4,0,0,0,-1.666666667,5.507570547,3,0
1,91,1,Pass,0,1.6409,-8,9,-1,0,0,0,0,8.544003745,3,1
1,42,2,Play,1,1.325,3,3,-1,0,0,0,1.666666667,2.309401077,3,0
1,95,1,Pass,0,2.1651,-3,-7,7,0,0,0,-1,7.211102551,3,1
1,10,1,Pass,0,1.1754,-7,-8,5,0,0,0,-3.333333333,7.234178138,3,0
1,42,2,Play,1,1.3255,5,5,-1,0,0,0,3,3.464101615,3,0
1,94,1,Pass,0,1.4807,-7,3,-6,0,0,0,-3.333333333,5.507570547,3,1
1,95,2,Play,1,1.3406,7,8,-7,0,0,0,2.666666667,8.386497084,3,1
1,32,2,Play,1,1.4257,6,6,-7,0,0,0,1.666666667,7.505553499,3,0
1,95,1,Pass,0,1.1624,-9,8,-3,0,0,0,-1.333333333,8.621678104,3,1
1,91,1,Pass,0,1.276,9,-9,-1,0,0,0,-0.333333333,9.018499506,3,1
1,10,1,Pass,0,1.2586,-8,-6,-7,0,0,0,-7,1,3,0
1,32,2,Play,1,1.3754,3,6,6,0,0,0,5,1.732050808,3,0
1,91,2,Play,1,2.3923,-9,4,6,0,0,0,0.333333333,8.144527815,3,1
1,10,1,Pass,0,1.9484,-8,-6,5,0,0,0,-3,7,3,0
1,97,2,Play,1,1.0211,9,8,-8,0,0,0,3,9.539392014,3,1
1,95,1,Pass,0,1.6921,7,-7,-9,0,0,0,-3,8.717797887,3,1
1,97,1,Pass,0,1.2304,9,-7,-5,0,0,0,-1,8.717797887,3,1
1,97,2,Play,1,1.8093,2,-5,9,0,0,0,2,7,3,1
1,95,1,Pass,0,2.4972,-7,8,-3,0,0,0,-0.666666667,7.767453465,3,1
1,91,1,Pass,0,1.6239,-9,6,-1,0,0,0,-1.333333333,7.505553499,3,1
1,94,2,Play,1,2.0422,-6,3,9,0,0,0,2,7.549834435,3,1
1,95,1,Pass,0,1.8919,-3,-7,8,0,0,0,-0.666666667,7.767453465,3,1
1,32,2,Play,1,1.3084,2,3,4,0,0,0,3,1,3,0
1,32,2,Play,1,4.0591,2,6,-7,0,0,0,0.333333333,6.658328118,3,0
1,42,2,Play,1,1.4901,-1,3,5,0,0,0,2.333333333,3.055050463,3,0
1,97,2,Play,1,0.816,8,9,-7,0,0,0,3.333333333,8.96288644,3,1
1,42,2,Play,1,0.6756,3,3,-4,0,0,0,0.666666667,4.041451884,3,0
1,47,1,Pass,0,1.6088,1,-4,-3,0,0,0,-2,2.645751311,3,0
1,42,1,Pass,0,2.0091,-1,-4,5,0,0,0,0,4.582575695,3,0
1,95,1,Pass,0,1.8744,-3,-9,8,0,0,0,-1.333333333,8.621678104,3,1
1,42,1,Pass,0,2.9421,-4,-1,5,0,0,0,0,4.582575695,3,0
1,10,1,Pass,0,1.2753,4,-8,-2,0,0,0,-2,6,3,0
1,95,2,Play,1,1.8642,8,8,-9,0,0,0,2.333333333,9.814954576,3,1
1,97,2,Play,1,2.9767,9,2,-8,0,0,0,1,8.544003745,3,1
1,10,1,Pass,0,1.3417,4,-8,-7,0,0,0,-3.666666667,6.658328118,3,0
1,32,2,Play,1,1.9075,6,4,-7,0,0,0,1,7,3,0
1,32,2,Play,1,0.7929,2,6,6,0,0,0,4.666666667,2.309401077,3,0
1,91,2,Play,1,1.4753,-1,9,6,0,0,0,4.666666667,5.131601439,3,1
1,97,2,Play,1,1.8306,2,9,-5,-7,8,-8,-0.166666667,7.574078602,6,1
1,97,1,Pass,0,1.3263,2,-7,-5,0,0,0,-3.333333333,4.725815626,3,1
1,94,1,Pass,0,2.2591,-6,9,-7,0,0,0,-1.333333333,8.96288644,3,1
1,47,1,Pass,0,2.9923,-2,1,-3,0,0,0,-1.333333333,2.081665999,3,0
1,42,2,Play,1,1.2088,3,3,5,0,0,0,3.666666667,1.154700538,3,0
1,47,2,Play,1,5.2257,-4,1,2,0,0,0,-0.333333333,3.214550254,3,0
1,47,1,Pass,0,1.4939,-2,-4,2,0,0,0,-1.333333333,3.055050463,3,0
1,32,2,Play,1,1.8651,-7,3,6,0,0,0,0.666666667,6.806859286,3,0
1,32,2,Play,1,0.9089,6,3,4,0,0,0,4.333333333,1.527525232,3,0
1,95,2,Play,1,1.024,7,8,-9,0,0,0,2,9.539392014,3,1
1,91,1,Pass,0,4.5926,6,-9,9,-8,4,-1,0.166666667,7.467708261,6,1
1,97,1,Pass,0,1.7468,-8,9,-7,0,0,0,-2,9.539392014,3,1
1,47,1,Pass,0,1.879,1,-2,-4,0,0,0,-1.666666667,2.516611478,3,0
1,94,1,Pass,0,1.4649,3,-9,-6,0,0,0,-4,6.244997998,3,1
1,42,2,Play,1,1.9413,5,-1,5,3,3,-4,1.833333333,3.600925807,6,0
1,97,1,Pass,0,1.6263,-8,-5,8,0,0,0,-1.666666667,8.504900548,3,1
2,91,2,Play,1,2.1634,4,9,-1,0,0,0,4,5,3,1
2,95,1,Pass,0,0.9953,-3,-7,8,0,0,0,-0.666666667,7.767453465,3,1
2,32,1,Pass,0,1.3843,-7,2,6,0,0,0,0.333333333,6.658328118,3,0
2,32,2,Play,1,1.2033,6,6,-7,0,0,0,1.666666667,7.505553499,3,0
2,91,2,Play,1,1.3577,-8,6,4,0,0,0,0.666666667,7.571877794,3,1
2,47,1,Pass,0,1.1071,2,1,-3,0,0,0,0,2.645751311,3,0
2,42,2,Play,1,1.3544,-1,3,5,0,0,0,2.333333333,3.055050463,3,0
2,47,1,Pass,0,1.1502,1,-4,-3,0,0,0,-2,2.645751311,3,0
2,10,1,Pass,0,0.864,-6,-7,5,0,0,0,-2.666666667,6.658328118,3,0
2,42,1,Pass,0,0.9825,3,-4,-1,0,0,0,-0.666666667,3.511884584,3,0
2,47,1,Pass,0,0.9371,-4,1,2,0,0,0,-0.333333333,3.214550254,3,0
2,97,1,Pass,0,0.8038,2,-7,-5,0,0,0,-3.333333333,4.725815626,3,1
2,95,1,Pass,0,0.7843,7,-7,-9,0,0,0,-3,8.717797887,3,1
2,47,1,Pass,0,0.7931,2,-2,-3,0,0,0,-1,2.645751311,3,0
2,94,1,Pass,0,0.8649,-7,9,-9,0,0,0,-2.333333333,9.865765725,3,1
2,91,1,Pass,0,0.9418,6,-9,9,-8,4,-1,0.166666667,7.467708261,6,1
2,42,2,Play,1,1.215,5,3,3,0,0,0,3.666666667,1.154700538,3,0
2,97,1,Pass,0,0.9878,-8,2,-5,0,0,0,-3.666666667,5.131601439,3,1
2,42,2,Play,1,1.4144,5,-4,3,0,0,0,1.333333333,4.725815626,3,0
2,32,2,Play,1,0.7054,2,3,4,0,0,0,3,1,3,0
2,42,2,Play,1,1.2171,5,5,-1,0,0,0,3,3.464101615,3,0
2,10,1,Pass,0,1.1083,-8,5,-2,0,0,0,-1.666666667,6.506407099,3,0
2,10,1,Pass,0,0.7761,4,-8,-7,0,0,0,-3.666666667,6.658328118,3,0
2,94,1,Pass,0,0.7171,-6,-9,9,0,0,0,-2,9.643650761,3,1
2,47,1,Pass,0,0.8264,2,-2,-4,0,0,0,-1.333333333,3.055050463,3,0
2,10,1,Pass,0,0.7703,-7,-2,-6,0,0,0,-5,2.645751311,3,0
2,91,1,Pass,0,0.7237,-1,-8,4,0,0,0,-1.666666667,6.027713773,3,1
2,97,1,Pass,0,1.6934,-7,2,8,0,0,0,1,7.549834435,3,1
2,95,1,Pass,0,0.7254,-9,-7,8,0,0,0,-2.666666667,9.291573243,3,1
2,42,2,Play,1,1.2087,5,-1,3,0,0,0,2.333333333,3.055050463,3,0
2,42,1,Pass,0,0.9892,-1,-4,5,0,0,0,0,4.582575695,3,0
2,95,2,Play,1,0.9291,7,8,8,0,0,0,7.666666667,0.577350269,3,1
2,91,1,Pass,0,1.4808,9,-9,4,0,0,0,1.333333333,9.291573243,3,1
2,94,2,Play,1,1.032,3,9,-7,0,0,0,1.666666667,8.082903769,3,1
2,32,2,Play,1,0.6912,4,6,6,0,0,0,5.333333333,1.154700538,3,0
2,94,2,Play,1,0.8627,3,9,8,0,0,0,6.666666667,3.214550254,3,1
2,32,2,Play,1,0.6913,2,6,6,0,0,0,4.666666667,2.309401077,3,0
2,97,2,Play,1,1.8706,2,-5,8,0,0,0,1.666666667,6.506407099,3,1
2,10,1,Pass,0,1.2366,5,4,-7,0,0,0,0.666666667,6.658328118,3,0
2,95,1,Pass,0,0.6257,-3,-9,-7,0,0,0,-6.333333333,3.055050463,3,1
2,47,1,Pass,0,0.7867,-2,1,-3,0,0,0,-1.333333333,2.081665999,3,0
2,94,1,Pass,0,0.9507,9,-9,8,0,0,0,2.666666667,10.11599394,3,1
2,32,2,Play,1,1.1391,3,6,2,0,0,0,3.666666667,2.081665999,3,0
2,94,1,Pass,0,1.0417,8,-6,-7,0,0,0,-1.666666667,8.386497084,3,1
2,42,1,Pass,0,0.9419,-4,-1,5,0,0,0,0,4.582575695,3,0
2,95,1,Pass,0,0.6978,-7,-9,8,0,0,0,-2.666666667,9.291573243,3,1
2,91,1,Pass,0,0.716,-8,-9,6,0,0,0,-3.666666667,8.386497084,3,1
2,42,2,Play,1,1.0519,5,3,5,0,0,0,4.333333333,1.154700538,3,0
2,91,1,Pass,0,1.1395,9,-9,-1,0,0,0,-0.333333333,9.018499506,3,1
2,94,2,Play,1,0.9034,-9,3,8,0,0,0,0.666666667,8.736894948,3,1
2,10,1,Pass,0,1.0284,-2,-7,5,0,0,0,-1.333333333,6.027713773,3,0
2,91,2,Play,1,1.1038,-1,9,6,0,0,0,4.666666667,5.131601439,3,1
2,91,1,Pass,0,0.9426,-9,-8,9,0,0,0,-2.666666667,10.11599394,3,1
2,91,1,Pass,0,0.7693,-9,6,-1,0,0,0,-1.333333333,7.505553499,3,1
2,97,1,Pass,0,1.7037,2,8,-8,0,0,0,0.666666667,8.082903769,3,1
2,10,1,Pass,0,1.7755,4,-6,5,0,0,0,1,6.08276253,3,0
2,97,2,Play,1,1.0832,9,8,-8,0,0,0,3,9.539392014,3,1
2,32,1,Pass,0,1.0146,2,-7,3,0,0,0,-0.666666667,5.507570547,3,0
2,94,1,Pass,0,0.7578,-6,9,-7,0,0,0,-1.333333333,8.96288644,3,1
2,95,1,Pass,0,0.6705,-3,-9,8,0,0,0,-1.333333333,8.621678104,3,1
2,94,2,Play,1,1.183,8,9,-6,0,0,0,3.666666667,8.386497084,3,1
2,47,1,Pass,0,0.8719,2,-4,-4,0,0,0,-2,3.464101615,3,0
2,91,1,Pass,0,0.663,6,-8,-1,0,0,0,-1,7,3,1
2,95,2,Play,1,1.1366,-3,8,7,0,0,0,4,6.08276253,3,1
2,97,1,Pass,0,1.9067,2,9,-5,-7,8,-8,-0.166666667,7.574078602,6,1
2,97,1,Pass,0,0.6825,-7,-8,8,0,0,0,-2.333333333,8.96288644,3,1
2,91,1,Pass,0,0.6879,-1,4,-9,0,0,0,-2,6.557438524,3,1
2,97,1,Pass,0,0.6614,-8,9,-7,0,0,0,-2,9.539392014,3,1
2,32,2,Play,1,1.1961,6,4,3,0,0,0,4.333333333,1.527525232,3,0
2,47,1,Pass,0,0.9621,-4,-3,-4,0,0,0,-3.666666667,0.577350269,3,0
2,47,1,Pass,0,0.7731,1,2,-2,0,0,0,0.333333333,2.081665999,3,0
2,10,1,Pass,0,0.6384,-7,-6,4,0,0,0,-3,6.08276253,3,0
2,32,2,Play,1,0.9534,3,6,6,0,0,0,5,1.732050808,3,0
2,95,2,Play,1,0.7812,-3,8,8,0,0,0,4.333333333,6.350852961,3,1
2,95,1,Pass,0,1.0379,-9,8,-3,0,0,0,-1.333333333,8.621678104,3,1
2,91,2,Play,1,0.9878,4,9,6,0,0,0,6.333333333,2.516611478,3,1
2,91,1,Pass,0,0.8836,-1,-9,-8,0,0,0,-6,4.358898944,3,1
2,42,1,Pass,0,1.8304,3,3,-4,0,0,0,0.666666667,4.041451884,3,0
2,32,2,Play,1,1.1921,4,2,6,0,0,0,4,2,3,0
2,32,1,Pass,0,1.8526,6,4,-7,0,0,0,1,7,3,0
2,95,1,Pass,0,0.8189,-3,-7,7,0,0,0,-1,7.211102551,3,1
2,91,1,Pass,0,0.7243,9,-8,4,0,0,0,1.666666667,8.736894948,3,1
2,32,1,Pass,0,0.8933,4,3,-7,0,0,0,0,6.08276253,3,0
2,94,1,Pass,0,0.6039,-7,-6,-9,0,0,0,-7.333333333,1.527525232,3,1
2,97,1,Pass,0,0.6731,9,-7,-5,0,0,0,-1,8.717797887,3,1
2,97,1,Pass,0,2.1871,9,2,-8,0,0,0,1,8.544003745,3,1
2,97,2,Play,1,1.1493,8,9,-5,0,0,0,4,7.810249676,3,1
2,94,1,Pass,0,1.1217,-7,8,-9,0,0,0,-2.666666667,9.291573243,3,1
2,97,1,Pass,0,0.6261,-5,-8,-7,0,0,0,-6.666666667,1.527525232,3,1
2,10,1,Pass,0,0.7705,-7,-8,5,0,0,0,-3.333333333,7.234178138,3,0
2,94,1,Pass,0,0.6931,-6,-9,8,0,0,0,-2.333333333,9.073771726,3,1
2,47,1,Pass,0,0.6305,-2,-4,2,0,0,0,-1.333333333,3.055050463,3,0
2,47,1,Pass,0,0.759,1,-4,-4,0,0,0,-2.333333333,2.886751346,3,0
2,32,1,Pass,0,1.7828,6,-7,4,0,0,0,1,7,3,0
2,97,1,Pass,0,0.7287,9,-5,-8,0,0,0,-1.333333333,9.073771726,3,1
2,42,2,Play,1,1.0971,3,3,5,0,0,0,3.666666667,1.154700538,3,0
2,32,2,Play,1,1.255,3,-7,4,2,6,6,2.333333333,4.844240567,6,0
2,42,2,Play,1,1.1887,-4,3,5,0,0,0,1.333333333,4.725815626,3,0
2,94,1,Pass,0,1.07,3,-9,-6,0,0,0,-4,6.244997998,3,1
2,42,2,Play,1,1.3368,5,5,-4,0,0,0,2,5.196152423,3,0
2,10,1,Pass,0,0.9643,4,-6,-8,0,0,0,-3.333333333,6.429100507,3,0
2,95,1,Pass,0,0.8629,7,-3,-9,0,0,0,-1.666666667,8.082903769,3,1
2,97,2,Play,1,1.1738,8,9,-7,0,0,0,3.333333333,8.96288644,3,1
2,97,1,Pass,0,1.0578,-8,-5,8,0,0,0,-1.666666667,8.504900548,3,1
2,95,2,Play,1,1.6491,7,8,-9,0,0,0,2,9.539392014,3,1
2,94,2,Play,1,1.4258,-6,3,9,0,0,0,2,7.549834435,3,1
2,42,2,Play,1,1.1083,5,-1,3,0,0,0,2.333333333,3.055050463,3,0
2,42,2,Play,1,1.0381,5,-1,5,3,3,-4,1.833333333,3.600925807,6,0
2,32,2,Play,1,0.9654,6,3,4,0,0,0,4.333333333,1.527525232,3,0
2,91,1,Pass,0,1.1057,-8,4,-9,0,0,0,-4.333333333,7.234178138,3,1
2,97,1,Pass,0,0.7823,2,9,-7,0,0,0,1.333333333,8.020806277,3,1
2,91,1,Pass,0,1.0275,9,6,-8,0,0,0,2.333333333,9.073771726,3,1
2,10,1,Pass,0,0.5611,-2,-6,4,0,0,0,-1.333333333,5.033222957,3,0
2,94,1,Pass,0,0.6305,-7,3,-6,0,0,0,-3.333333333,5.507570547,3,1
2,32,1,Pass,0,0.9243,-7,3,6,0,0,0,0.666666667,6.806859286,3,0
2,42,1,Pass,0,0.6144,-1,-4,3,0,0,0,-0.666666667,3.511884584,3,0
2,47,1,Pass,0,0.5703,-4,2,-3,0,0,0,-1.666666667,3.214550254,3,0
2,97,1,Pass,0,0.6531,-7,8,-5,0,0,0,-1.333333333,8.144527815,3,1
2,42,2,Play,1,1.5479,3,3,-1,0,0,0,1.666666667,2.309401077,3,0
2,10,1,Pass,0,0.8855,-8,-6,-7,0,0,0,-7,1,3,0
2,32,1,Pass,0,0.6611,2,6,-7,0,0,0,0.333333333,6.658328118,3,0
2,94,1,Pass,0,0.9847,9,3,-9,0,0,0,1,9.16515139,3,1
2,10,1,Pass,0,0.559,-8,-6,5,0,0,0,-3,7,3,0
2,10,1,Pass,0,0.5282,-2,-7,4,0,0,0,-1.666666667,5.507570547,3,0
2,91,2,Play,1,1.8541,4,6,-1,0,0,0,3,3.605551275,3,1
2,95,2,Play,1,1.7069,7,-3,8,0,0,0,4,6.08276253,3,1
2,47,1,Pass,0,0.8926,-3,-4,2,0,0,0,-1.666666667,3.214550254,3,0
2,32,1,Pass,0,0.8616,2,-7,4,0,0,0,-0.333333333,5.859465277,3,0
2,94,1,Pass,0,0.704,3,-6,8,0,0,0,1.666666667,7.094598885,3,1
2,91,1,Pass,0,0.8653,6,-9,9,0,0,0,2,9.643650761,3,1
2,94,2,Play,1,1.7943,9,8,-7,0,0,0,3.333333333,8.96288644,3,1
2,47,1,Pass,0,0.8482,-4,-3,1,0,0,0,-2,2.645751311,3,0
2,32,2,Play,1,1.0615,6,2,3,0,0,0,3.666666667,2.081665999,3,0
2,10,1,Pass,0,1.1583,-2,5,-6,0,0,0,-1,5.567764363,3,0
2,94,1,Pass,0,1.0407,-9,3,-7,0,0,0,-4.333333333,6.429100507,3,1
2,32,2,Play,1,0.9254,2,4,6,0,0,0,4,2,3,0
2,97,2,Play,1,0.9817,2,8,9,0,0,0,6.333333333,3.785938897,3,1
2,47,1,Pass,0,0.9544,-4,-2,-4,0,0,0,-3.333333333,1.154700538,3,0
2,97,1,Pass,0,1.6609,2,-5,9,0,0,0,2,7,3,1
2,10,1,Pass,0,0.6246,4,-8,-2,0,0,0,-2,6,3,0
2,95,1,Pass,0,1.0827,8,-9,7,0,0,0,2,9.539392014,3,1
