SubNum,TrialNumber,Card1,Card2,Card3,Card4,Card5,Card6,EV,std,infoS,infoValue,infoS_normalized
28215,32,3,-7,4,2,6,6,2.33333333333333,4.84424056655599,0.016203774,0.05,-0.856293219878444
28215,27,-9,-3,7,-3,1,-3,-1.66666666666667,5.3166405433005,0.009259259,0.3,-0.870568092247956
28215,22,7,-6,-1,-1,-5,2,-0.666666666666667,4.76095228569523,0.00694448,0.5,-0.875326261074523
28215,51,2,-2,2,-6,-3,-8,-2.5,4.08656334834051,0.002314832,0.05,-0.884842783728123
28215,82,8,-9,8,3,-9,-2,-0.166666666666667,7.78245890876827,0.75,1.216666667,0.652069491035064
28215,67,5,4,9,4,-4,-8,1.66666666666667,6.34560215162176,0.011574039,0.433333333,-0.865809921365828
28215,38,4,7,-4,6,8,-9,2,6.89927532426414,0.00694448,0.45,-0.875326261074523
28215,33,-8,1,6,1,-2,1,-0.166666666666667,4.62240918425302,0.00694448,0.7,-0.875326261074523
28215,54,4,6,7,5,4,1,4.5,2.07364413533277,0.004629612,0,-0.880084612845996
28215,58,-6,3,-2,1,-4,7,-0.166666666666667,4.79235502302017,0.747685221,0.733333333,0.647311322208497
28215,87,4,9,-9,9,-9,-5,-0.166666666666667,8.54205283679905,0.747685221,1.416666667,0.647311322208497
28215,15,2,-3,1,9,-9,-2,-0.333333333333333,5.98887858172685,0.756944515,0.866666667,0.666344363404576
28215,40,4,3,-7,7,1,1,1.5,4.72228758124704,0.009259259,0.25,-0.870568092247956
28215,17,-3,7,3,-5,-9,8,0.166666666666667,6.88234456175123,0.75,1.083333333,0.652069491035064
28215,25,-1,7,3,4,2,5,3.33333333333333,2.73252020425589,0.00694448,0,-0.875326261074523
28215,61,1,-6,4,-4,-7,1,-1.83333333333333,4.44597195972564,0.034722187,0.133333333,-0.818227497209415
28215,8,2,4,8,-3,-8,5,1.33333333333333,5.85377371160405,0.754629736,0.466666667,0.661586194578009
28215,30,-4,7,6,-1,3,-1,1.66666666666667,4.36653943835008,0.00694448,0.166666667,-0.875326261074523
28215,39,-6,4,-7,-5,9,-5,-1.66666666666667,6.56251984123985,0.013888995,0.483333333,-0.861051388705011
28215,100,9,-9,8,-9,-1,1,-0.166666666666667,7.85917722580848,1.497685256,1.15,2.1889819466876
28215,53,4,-8,-6,-1,-7,2,-2.66666666666667,5.04645089807348,0.016203774,0.083333333,-0.856293219878444
28215,36,-5,8,9,7,-5,-8,1,7.77174369109018,0.738425926,0.9,0.628278278956858
28215,73,4,-3,-7,-7,4,3,-1,5.32916503778969,0.004629612,0.433333333,-0.880084612845996
28215,80,3,-1,-7,-5,2,-2,-1.66666666666667,3.8815804341359,0.002314832,0.116666667,-0.884842783728123
28215,26,-8,-7,4,-8,7,-3,-2.5,6.53452370108182,0.726851852,0.3,0.604487066878651
28215,56,-4,-2,-5,5,-8,-7,-3.5,4.67974358271904,0.013888995,0,-0.861051388705011
28215,93,5,-6,8,-9,4,-4,-0.333333333333333,6.88960569747403,0.763888854,1.033333333,0.680618873995398
28215,68,9,-3,6,-1,8,7,4.33333333333333,5.04645089807348,0.002314832,0,-0.884842783728123
28215,7,6,-7,2,1,-5,6,0.5,5.46808924579693,0.018518554,0.65,-0.851535048996316
28215,16,-8,6,4,5,7,5,3.16666666666667,5.56477013601341,0.032407407,0,-0.822985668091543
28215,44,6,-8,-1,-1,5,-3,-0.333333333333333,5.20256347070045,0.731481587,0.733333333,0.614003768366035
28215,70,-5,2,1,7,-3,6,1.33333333333333,4.76095228569523,0.013888995,0.3,-0.861051388705011
28215,52,9,1,1,7,-4,1,2.5,4.72228758124704,0.023148113,0.1,-0.842018709287622
28215,50,-8,-4,4,-5,2,6,-0.833333333333333,5.60059520646392,0.82407418,0.583333333,0.804333467047248
28215,1,7,2,3,2,1,-6,1.5,4.23083916026124,0.027777848,0.2,-0.832502007800238
