SubNum,TrialNumber,Card1,Card2,Card3,Card4,Card5,Card6,EV,std,infoS,infoValue,infoS_normalized
129668,57,3,-1,5,-4,-9,-2,-1.33333333333333,5.00666222813829,0.04629634,0.316666667,-0.760655729369588
129668,20,1,-4,9,4,1,2,2.16666666666667,4.26223728418147,0.012108306,0.066666667,-0.877395314239915
129668,92,8,-8,5,-8,2,1,0,6.66333249958307,0.502136752,1.066666667,0.795871927763285
129668,95,8,7,-9,-3,8,-7,0.666666666666667,7.91622805802528,0.559116983,1.066666667,0.990438497831495
129668,60,6,-4,2,5,-5,-8,-0.666666666666667,5.7850381733111,0.083333333,0.683333333,-0.634187995434808
129668,76,2,3,-3,-1,-5,-3,-1.16666666666667,3.12516666222246,0.009259346,0.133333333,-0.887123466719001
129668,85,8,8,-9,1,-9,-2,-0.5,7.66159252375118,0.675926013,0.983333333,1.38929845191091
129668,3,1,-3,-6,8,-7,3,-0.666666666666667,5.75036230742609,0.462250799,0.683333333,0.659676041349419
129668,91,6,-9,9,-8,4,-1,0.166666666666667,7.46770826068257,0.581908919,1.15,1.0682645918102
129668,48,-5,-2,1,-3,-8,7,-1.66666666666667,5.20256347070045,0.049145299,0.266666667,-0.750927580305135
129668,58,-6,3,-2,1,-4,7,-0.166666666666667,4.79235502302017,0.613247863,0.733333333,1.17527558029917
129668,32,3,-7,4,2,6,6,2.33333333333333,4.84424056655599,0.032051282,0.05,-0.809297372740299
129668,96,9,-5,-8,3,2,-1,0,6.06630035524124,0.63034188,1.033333333,1.23364537273433
129668,68,9,-3,6,-1,8,7,4.33333333333333,5.04645089807348,0.04344738,0,-0.770383881848674
129668,71,8,-2,-8,6,7,8,3.16666666666667,6.64580067912563,0.069088406,0.183333333,-0.682829191488612
129668,65,1,3,-8,8,-3,-3,-0.333333333333333,5.57374799095426,0.601852026,0.8,1.13636298062672
129668,77,-1,3,5,8,-7,7,2.5,5.64800849857718,0.040598291,0.15,-0.7801124748154
129668,21,-7,8,-4,-1,-1,-6,-1.83333333333333,5.41910201663215,0.069088406,0.233333333,-0.682829191488612
129668,61,1,-6,4,-4,-7,1,-1.83333333333333,4.44597195972564,0.069088406,0.133333333,-0.682829191488612
129668,90,3,-5,9,-9,-8,9,-0.166666666666667,8.25631071766722,0.655982906,1.35,1.32120006309439
129668,27,-9,-3,7,-3,1,-3,-1.66666666666667,5.3166405433005,0.012108306,0.3,-0.877395314239915
129668,78,-8,9,1,-8,9,-3,0,7.74596669241483,0.564814902,1.266666667,1.00989479937503
129668,59,1,3,-8,3,-4,-9,-2.33333333333333,5.42832079621927,0.009259346,0.15,-0.887123466719001
129668,29,-1,1,1,5,5,6,2.83333333333333,2.85773803324704,0.009259346,0,-0.887123466719001
129668,4,-9,8,-9,7,-2,-9,-2.33333333333333,8.09114742583935,0.604700855,0.516666667,1.1460906857889
129668,38,4,7,-4,6,8,-9,2,6.89927532426414,0.020655314,0.45,-0.84821041972965
129668,82,8,-9,8,3,-9,-2,-0.166666666666667,7.78245890876827,0.510683761,1.216666667,0.825056825688183
129668,10,-2,-8,-7,4,-6,5,-2.33333333333333,5.68037557443754,0.123219417,0.216666667,-0.497991661704035
129668,7,6,-7,2,1,-5,6,0.5,5.46808924579693,0.587606838,0.65,1.08772089335374
129668,9,-4,-5,-1,-1,-8,-1,-3.33333333333333,2.87518115371304,0.006410256,0,-0.896852063100361
129668,37,-5,-8,-6,2,-8,-1,-4.33333333333333,4.03319558993445,0.006410256,0,-0.896852063100361
153516,33,-8,1,6,1,-2,1,-0.166666666666667,4.62240918425302,0,0.7,-0.926367639727791
153516,34,-7,5,2,8,2,-9,0.166666666666667,6.735478206235,0.74537037,0.983333333,0.408324650091011
153516,59,1,3,-8,3,-4,-9,-2.33333333333333,5.42832079621927,0,0.15,-0.926367639727791
153516,16,-8,6,4,5,7,5,3.16666666666667,5.56477013601341,0,0,-0.926367639727791
153516,50,-8,-4,4,-5,2,6,-0.833333333333333,5.60059520646392,1.5,0.583333333,1.75959696968941
153516,42,5,-1,5,3,3,-4,1.83333333333333,3.60092580688171,0,0.066666667,-0.926367639727791
153516,60,6,-4,2,5,-5,-8,-0.666666666666667,5.7850381733111,0.74537037,0.683333333,0.408324650091011
153516,17,-3,7,3,-5,-9,8,0.166666666666667,6.88234456175123,1.5,1.083333333,1.75959696968941
153516,61,1,-6,4,-4,-7,1,-1.83333333333333,4.44597195972564,0,0.133333333,-0.926367639727791
153516,97,2,9,-5,-7,8,-8,-0.166666666666667,7.57407860182786,1.5,1.216666667,1.75959696968941
153516,83,-4,3,8,-9,-8,8,-0.333333333333333,7.71146332849134,0.775462963,1.166666667,0.462209743293408
153516,69,8,7,-3,-1,-6,1,1,5.54977477020464,0,0.5,-0.926367639727791
153516,37,-5,-8,-6,2,-8,-1,-4.33333333333333,4.03319558993445,0,0,-0.926367639727791
153516,93,5,-6,8,-9,4,-4,-0.333333333333333,6.88960569747403,1.5,1.033333333,1.75959696968941
153516,84,1,-5,-8,9,-8,8,-0.5,7.71362431027076,1,1.05,0.864275433217008
153516,2,3,-7,6,-6,1,7,0.666666666666667,5.95538971576728,1.43287037,0.666666667,1.63939176274056
153516,94,8,-7,-9,-6,3,9,-0.333333333333333,7.99166232186187,1.375,1.233333333,1.53576658557131
153516,46,8,8,-4,-6,8,-2,2,6.6932802122726,0.43287037,0.3,-0.151251310204238
153516,99,6,-7,-9,2,8,-1,-0.166666666666667,6.85322308601337,0.835648148,1.033333333,0.56997992790756
153516,91,6,-9,9,-8,4,-1,0.166666666666667,7.46770826068257,1.219907407,1.15,1.25805110825081
153516,7,6,-7,2,1,-5,6,0.5,5.46808924579693,0.768518519,0.65,0.449774722749355
153516,21,-7,8,-4,-1,-1,-6,-1.83333333333333,5.41910201663215,0,0.233333333,-0.926367639727791
153516,48,-5,-2,1,-3,-8,7,-1.66666666666667,5.20256347070045,0,0.266666667,-0.926367639727791
153516,18,-7,1,8,1,-1,-5,-0.5,5.2820450584977,0.743055556,0.683333333,0.404179644436755
153516,56,-4,-2,-5,5,-8,-7,-3.5,4.67974358271904,0,0,-0.926367639727791
153516,14,6,1,-5,-3,-5,8,0.333333333333333,5.64505683467108,0.518518519,0.766666667,0.00211395451315558
153516,43,-3,-9,9,6,2,2,1.16666666666667,6.431692364119,0.152777778,0.6,-0.652797169852192
153516,89,9,-8,-9,1,-3,9,-0.166666666666667,7.96031825159438,0.761574074,1.216666667,0.437339700414659
153516,10,-2,-8,-7,4,-6,5,-2.33333333333333,5.68037557443754,0.006944444,0.216666667,-0.913932619183737
153516,87,4,9,-9,9,-9,-5,-0.166666666666667,8.54205283679905,0.743055556,1.416666667,0.404179644436755
153516,35,-5,-3,-5,-8,-4,-9,-5.66666666666667,2.33809038890002,0,0,-0.926367639727791
153516,39,-6,4,-7,-5,9,-5,-1.66666666666667,6.56251984123985,0.002314815,0.483333333,-0.922222632282892
153516,85,8,8,-9,1,-9,-2,-0.5,7.66159252375118,0.523148148,0.983333333,0.0104039676123099
153516,66,-1,-3,-7,7,2,-4,-1,4.93963561409139,0,0.433333333,-0.926367639727791
153516,29,-1,1,1,5,5,6,2.83333333333333,2.85773803324704,0,0,-0.926367639727791
153516,92,8,-8,5,-8,2,1,0,6.66333249958307,0.743055556,1.066666667,0.404179644436755
153516,32,3,-7,4,2,6,6,2.33333333333333,4.84424056655599,0,0.05,-0.926367639727791
153516,23,2,-6,5,3,-1,-3,0,4.09878030638384,1.5,0.7,1.75959696968941
153516,88,9,-1,1,8,-9,-9,-0.166666666666667,7.85917722580848,1.5,1.15,1.75959696968941
153516,62,9,2,9,1,-4,-1,2.66666666666667,5.3166405433005,0.206018519,0.133333333,-0.557462005782094
153516,28,3,-5,-2,-9,9,5,0.166666666666667,6.70571895225759,0.194444444,1.066666667,-0.578187043006588
153516,52,9,1,1,7,-4,1,2.5,4.72228758124704,0,0.1,-0.926367639727791
153516,41,-6,2,-3,8,-1,3,0.5,4.9295030175465,0.224537037,0.616666667,-0.524301949804191
153516,24,2,-6,-3,3,7,-6,-0.5,5.31977443130815,0.6875,0.683333333,0.304699472921759
153516,47,-4,-2,-3,-4,1,2,-1.66666666666667,2.58198889747161,0,0.016666667,-0.926367639727791
153516,90,3,-5,9,-9,-8,9,-0.166666666666667,8.25631071766722,1.5,1.35,1.75959696968941
153516,13,-1,-2,1,3,-6,-2,-1.16666666666667,3.06050104830347,0,0.116666667,-0.926367639727791
153516,19,5,-4,-1,-2,8,8,2.33333333333333,5.3166405433005,0.842592593,0.133333333,0.582414950242256
153516,11,-9,-2,-4,3,7,1,-0.666666666666667,5.60951572479004,1.5,0.65,1.75959696968941
153516,9,-4,-5,-1,-1,-8,-1,-3.33333333333333,2.87518115371304,0,0,-0.926367639727791
153516,74,-8,-8,-7,9,4,-6,-2.66666666666667,7.31209044437134,0,0.383333333,-0.926367639727791
153516,80,3,-1,-7,-5,2,-2,-1.66666666666667,3.8815804341359,0,0.116666667,-0.926367639727791
153516,86,8,-9,-8,-5,4,9,-0.166666666666667,8.13428956127495,1.025462963,1.35,0.909870511529608
153516,95,8,7,-9,-3,8,-7,0.666666666666667,7.91622805802528,1.5,1.066666667,1.75959696968941
153516,26,-8,-7,4,-8,7,-3,-2.5,6.53452370108182,0.020833333,0.3,-0.889062576304988
153516,68,9,-3,6,-1,8,7,4.33333333333333,5.04645089807348,0.020833333,0,-0.889062576304988
153516,6,6,-5,-7,1,-1,-3,-1.5,4.63680924774785,0,0.233333333,-0.926367639727791
153516,8,2,4,8,-3,-8,5,1.33333333333333,5.85377371160405,0.75,0.466666667,0.416614664980809
153516,76,2,3,-3,-1,-5,-3,-1.16666666666667,3.12516666222246,0,0.133333333,-0.926367639727791
153516,57,3,-1,5,-4,-9,-2,-1.33333333333333,5.00666222813829,0,0.316666667,-0.926367639727791
153516,51,2,-2,2,-6,-3,-8,-2.5,4.08656334834051,0,0.05,-0.926367639727791
153516,64,6,3,4,-7,-2,-3,0.166666666666667,4.9564772436345,0.761574074,0.766666667,0.437339700414659
153516,71,8,-2,-8,6,7,8,3.16666666666667,6.64580067912563,1.5,0.183333333,1.75959696968941
153516,12,-7,-2,-8,-8,-6,9,-3.66666666666667,6.59292550137393,0,0.016666667,-0.926367639727791
153516,25,-1,7,3,4,2,5,3.33333333333333,2.73252020425589,0,0,-0.926367639727791
153516,65,1,3,-8,8,-3,-3,-0.333333333333333,5.57374799095426,0.847222222,0.8,0.59070496334141
153516,45,-7,4,-9,-8,4,-5,-3.5,5.95818764390649,0,0.066666667,-0.926367639727791
153516,1,7,2,3,2,1,-6,1.5,4.23083916026124,0,0.2,-0.926367639727791
153516,79,2,4,-7,-5,-3,1,-1.33333333333333,4.32049379893857,0,0.216666667,-0.926367639727791
153516,4,-9,8,-9,7,-2,-9,-2.33333333333333,8.09114742583935,0.002314815,0.516666667,-0.922222632282892
153516,5,6,-8,6,-1,5,5,2.16666666666667,5.63619256827396,1.5,0.233333333,1.75959696968941
153516,75,9,-8,-8,1,5,4,0.5,7.06399320497974,1.138888889,0.916666667,1.11297586021386
153516,82,8,-9,8,3,-9,-2,-0.166666666666667,7.78245890876827,1.284722222,1.216666667,1.37411130775476
153516,3,1,-3,-6,8,-7,3,-0.666666666666667,5.75036230742609,0,0.683333333,-0.926367639727791
153516,38,4,7,-4,6,8,-9,2,6.89927532426414,1.5,0.45,1.75959696968941
153516,100,9,-9,8,-9,-1,1,-0.166666666666667,7.85917722580848,0,1.15,-0.926367639727791
153516,53,4,-8,-6,-1,-7,2,-2.66666666666667,5.04645089807348,0.009259259,0.083333333,-0.909787611738839
153516,55,-7,6,8,-3,-8,-9,-2.16666666666667,7.41395081361258,0,0.483333333,-0.926367639727791
153516,36,-5,8,9,7,-5,-8,1,7.77174369109018,0.962962963,0.9,0.797955319470558
153516,40,4,3,-7,7,1,1,1.5,4.72228758124704,0.108796296,0.25,-0.731552305933339
153516,44,6,-8,-1,-1,5,-3,-0.333333333333333,5.20256347070045,0,0.733333333,-0.926367639727791
153516,73,4,-3,-7,-7,4,3,-1,5.32916503778969,0.75,0.433333333,0.416614664980809
153516,15,2,-3,1,9,-9,-2,-0.333333333333333,5.98887858172685,0,0.866666667,-0.926367639727791
153516,96,9,-5,-8,3,2,-1,0,6.06630035524124,0.826388889,1.033333333,0.553399899918608
153516,49,-3,2,-4,6,-2,9,1.33333333333333,5.27888877195444,1.060185185,0.366666667,0.97204561783116
153516,81,-8,-9,8,1,-3,9,-0.333333333333333,7.73735527597555,0,1.1,-0.926367639727791
153516,77,-1,3,5,8,-7,7,2.5,5.64800849857718,0.74537037,0.15,0.408324650091011
153516,58,-6,3,-2,1,-4,7,-0.166666666666667,4.79235502302017,0.599537037,0.733333333,0.147189202550109
153516,31,-4,-8,1,9,-9,-1,-2,6.6332495807108,0,0.366666667,-0.926367639727791
153516,63,-2,-1,4,-5,5,1,0.333333333333333,3.77712412645741,0.650462963,0.483333333,0.238379359175308
153516,67,5,4,9,4,-4,-8,1.66666666666667,6.34560215162176,1.486111111,0.433333333,1.73472692681066
153516,70,-5,2,1,7,-3,6,1.33333333333333,4.76095228569523,0.856481481,0.3,0.607284991330362
153516,22,7,-6,-1,-1,-5,2,-0.666666666666667,4.76095228569523,0,0.5,-0.926367639727791
153516,98,8,3,-7,-9,9,-9,-0.833333333333333,8.49509662491644,0.902777778,1.083333333,0.690185134856407
153516,20,1,-4,9,4,1,2,2.16666666666667,4.26223728418147,0.018518519,0.066666667,-0.893207581959244
153516,54,4,6,7,5,4,1,4.5,2.07364413533277,0.731481481,0,0.383454607212262
153516,72,-2,5,3,7,-9,1,0.833333333333333,5.74166061925177,0.712962963,0.633333333,0.350294551234358
153516,78,-8,9,1,-8,9,-3,0,7.74596669241483,0.75,1.266666667,0.416614664980809
153516,27,-9,-3,7,-3,1,-3,-1.66666666666667,5.3166405433005,0.013888889,0.3,-0.901497596849041
153516,30,-4,7,6,-1,3,-1,1.66666666666667,4.36653943835008,1.016203704,0.166666667,0.893290483540656
178450,73,4,-3,-7,-7,4,3,-1,5.32916503778969,0.743489583,0.433333333,0.486418964974644
178450,71,8,-2,-8,6,7,8,3.16666666666667,6.64580067912563,0.330078125,0.183333333,-0.92869095958846
178450,26,-8,-7,4,-8,7,-3,-2.5,6.53452370108182,0.753255208,0.3,0.519846758495213
178450,63,-2,-1,4,-5,5,1,0.333333333333333,3.77712412645741,0.736979167,0.483333333,0.464133771576268
178450,68,9,-3,6,-1,8,7,4.33333333333333,5.04645089807348,0.011067708,0,-2.02066554906806
178450,62,9,2,9,1,-4,-1,2.66666666666667,5.3166405433005,0.746744792,0.133333333,0.497561565096837
178450,66,-1,-3,-7,7,2,-4,-1,4.93963561409139,0.746744792,0.433333333,0.497561565096837
178450,80,3,-1,-7,-5,2,-2,-1.66666666666667,3.8815804341359,0.740234375,0.116666667,0.475276368275456
178450,48,-5,-2,1,-3,-8,7,-1.66666666666667,5.20256347070045,0.011067708,0.266666667,-2.02066554906806
178450,56,-4,-2,-5,5,-8,-7,-3.5,4.67974358271904,0.0078125,0,-2.03180814576725
178450,72,-2,5,3,7,-9,1,0.833333333333333,5.74166061925177,0.746744792,0.633333333,0.497561565096837
178450,47,-4,-2,-3,-4,1,2,-1.66666666666667,2.58198889747161,0.004557292,0.016666667,-2.04295074246644
178450,91,6,-9,9,-8,4,-1,0.166666666666667,7.46770826068257,0.75,1.15,0.508704161796025
178450,16,-8,6,4,5,7,5,3.16666666666667,5.56477013601341,0.001302083,0,-2.05409334258863
178450,41,-6,2,-3,8,-1,3,0.5,4.9295030175465,0.746744792,0.616666667,0.497561565096837
178450,40,4,3,-7,7,1,1,1.5,4.72228758124704,0.004557292,0.25,-2.04295074246644
178450,52,9,1,1,7,-4,1,2.5,4.72228758124704,0.014322917,0.1,-2.00952294894587
178450,24,2,-6,-3,3,7,-6,-0.5,5.31977443130815,0.740234375,0.683333333,0.475276368275456
178450,74,-8,-8,-7,9,4,-6,-2.66666666666667,7.31209044437134,0.740234375,0.383333333,0.475276368275456
178450,34,-7,5,2,8,2,-9,0.166666666666667,6.735478206235,0.753255208,0.983333333,0.519846758495213
178450,17,-3,7,3,-5,-9,8,0.166666666666667,6.88234456175123,0.756510417,1.083333333,0.530989358617407
178450,3,1,-3,-6,8,-7,3,-0.666666666666667,5.75036230742609,0.740234375,0.683333333,0.475276368275456
178450,90,3,-5,9,-9,-8,9,-0.166666666666667,8.25631071766722,0.736979167,1.35,0.464133771576268
178450,95,8,7,-9,-3,8,-7,0.666666666666667,7.91622805802528,0.740234375,1.066666667,0.475276368275456
178450,76,2,3,-3,-1,-5,-3,-1.16666666666667,3.12516666222246,0.02734375,0.133333333,-1.96495255872611
178450,25,-1,7,3,4,2,5,3.33333333333333,2.73252020425589,0.001302083,0,-2.05409334258863
178450,75,9,-8,-8,1,5,4,0.5,7.06399320497974,0.746744792,0.916666667,0.497561565096837
178450,96,9,-5,-8,3,2,-1,0,6.06630035524124,0.753255208,1.033333333,0.519846758495213
178450,2,3,-7,6,-6,1,7,0.666666666666667,5.95538971576728,0.740234375,0.666666667,0.475276368275456
178450,19,5,-4,-1,-2,8,8,2.33333333333333,5.3166405433005,0.740234375,0.133333333,0.475276368275456
178450,98,8,3,-7,-9,9,-9,-0.833333333333333,8.49509662491644,0.746744792,1.083333333,0.497561565096837
178450,70,-5,2,1,7,-3,6,1.33333333333333,4.76095228569523,0.743489583,0.3,0.486418964974644
178450,83,-4,3,8,-9,-8,8,-0.333333333333333,7.71146332849134,0.746744792,1.166666667,0.497561565096837
178450,49,-3,2,-4,6,-2,9,1.33333333333333,5.27888877195444,0.736979167,0.366666667,0.464133771576268
178450,30,-4,7,6,-1,3,-1,1.66666666666667,4.36653943835008,0.740234375,0.166666667,0.475276368275456
178450,38,4,7,-4,6,8,-9,2,6.89927532426414,0.743489583,0.45,0.486418964974644
178450,50,-8,-4,4,-5,2,6,-0.833333333333333,5.60059520646392,0.753255208,0.583333333,0.519846758495213
178450,97,2,9,-5,-7,8,-8,-0.166666666666667,7.57407860182786,0.75,1.216666667,0.508704161796025
178450,93,5,-6,8,-9,4,-4,-0.333333333333333,6.88960569747403,0.746744792,1.033333333,0.497561565096837
178450,45,-7,4,-9,-8,4,-5,-3.5,5.95818764390649,0.753255208,0.066666667,0.519846758495213
178450,67,5,4,9,4,-4,-8,1.66666666666667,6.34560215162176,0.753255208,0.433333333,0.519846758495213
178450,51,2,-2,2,-6,-3,-8,-2.5,4.08656334834051,0.740234375,0.05,0.475276368275456
178450,69,8,7,-3,-1,-6,1,1,5.54977477020464,0.753255208,0.5,0.519846758495213
178450,61,1,-6,4,-4,-7,1,-1.83333333333333,4.44597195972564,0.740234375,0.133333333,0.475276368275456
178450,86,8,-9,-8,-5,4,9,-0.166666666666667,8.13428956127495,0.746744792,1.35,0.497561565096837
178450,78,-8,9,1,-8,9,-3,0,7.74596669241483,0.746744792,1.266666667,0.497561565096837
178450,36,-5,8,9,7,-5,-8,1,7.77174369109018,0.746744792,0.9,0.497561565096837
178450,60,6,-4,2,5,-5,-8,-0.666666666666667,5.7850381733111,0.743489583,0.683333333,0.486418964974644
178450,13,-1,-2,1,3,-6,-2,-1.16666666666667,3.06050104830347,0.743489583,0.116666667,0.486418964974644
178450,81,-8,-9,8,1,-3,9,-0.333333333333333,7.73735527597555,0.75,1.1,0.508704161796025
178450,99,6,-7,-9,2,8,-1,-0.166666666666667,6.85322308601337,0.75,1.033333333,0.508704161796025
178450,85,8,8,-9,1,-9,-2,-0.5,7.66159252375118,0.75,0.983333333,0.508704161796025
178450,29,-1,1,1,5,5,6,2.83333333333333,2.85773803324704,0.001302083,0,-2.05409334258863
178450,55,-7,6,8,-3,-8,-9,-2.16666666666667,7.41395081361258,0.743489583,0.483333333,0.486418964974644
178450,39,-6,4,-7,-5,9,-5,-1.66666666666667,6.56251984123985,0.743489583,0.483333333,0.486418964974644
178450,35,-5,-3,-5,-8,-4,-9,-5.66666666666667,2.33809038890002,0.0078125,0,-2.03180814576725
178450,14,6,1,-5,-3,-5,8,0.333333333333333,5.64505683467108,0.743489583,0.766666667,0.486418964974644
178450,65,1,3,-8,8,-3,-3,-0.333333333333333,5.57374799095426,0.75,0.8,0.508704161796025
178450,57,3,-1,5,-4,-9,-2,-1.33333333333333,5.00666222813829,0.746744792,0.316666667,0.497561565096837
178450,100,9,-9,8,-9,-1,1,-0.166666666666667,7.85917722580848,0.746744792,1.15,0.497561565096837
178450,5,6,-8,6,-1,5,5,2.16666666666667,5.63619256827396,0.746744792,0.233333333,0.497561565096837
178450,4,-9,8,-9,7,-2,-9,-2.33333333333333,8.09114742583935,0.740234375,0.516666667,0.475276368275456
178450,9,-4,-5,-1,-1,-8,-1,-3.33333333333333,2.87518115371304,0,0,-2.05855038058371
178450,32,3,-7,4,2,6,6,2.33333333333333,4.84424056655599,0.0078125,0.05,-2.03180814576725
178450,58,-6,3,-2,1,-4,7,-0.166666666666667,4.79235502302017,0.740234375,0.733333333,0.475276368275456
178450,23,2,-6,5,3,-1,-3,0,4.09878030638384,0.743489583,0.7,0.486418964974644
178450,6,6,-5,-7,1,-1,-3,-1.5,4.63680924774785,0.746744792,0.233333333,0.497561565096837
178450,87,4,9,-9,9,-9,-5,-0.166666666666667,8.54205283679905,0.743489583,1.416666667,0.486418964974644
178450,12,-7,-2,-8,-8,-6,9,-3.66666666666667,6.59292550137393,0.001302083,0.016666667,-2.05409334258863
178450,88,9,-1,1,8,-9,-9,-0.166666666666667,7.85917722580848,0.743489583,1.15,0.486418964974644
178450,7,6,-7,2,1,-5,6,0.5,5.46808924579693,0.753255208,0.65,0.519846758495213
178450,18,-7,1,8,1,-1,-5,-0.5,5.2820450584977,0.743489583,0.683333333,0.486418964974644
178450,11,-9,-2,-4,3,7,1,-0.666666666666667,5.60951572479004,0.743489583,0.65,0.486418964974644
178450,22,7,-6,-1,-1,-5,2,-0.666666666666667,4.76095228569523,0.743489583,0.5,0.486418964974644
178450,92,8,-8,5,-8,2,1,0,6.66333249958307,0.743489583,1.066666667,0.486418964974644
178450,21,-7,8,-4,-1,-1,-6,-1.83333333333333,5.41910201663215,0.011067708,0.233333333,-2.02066554906806
178450,37,-5,-8,-6,2,-8,-1,-4.33333333333333,4.03319558993445,0.0078125,0,-2.03180814576725
178450,79,2,4,-7,-5,-3,1,-1.33333333333333,4.32049379893857,0.756510417,0.216666667,0.530989358617407
178450,43,-3,-9,9,6,2,2,1.16666666666667,6.431692364119,0.746744792,0.6,0.497561565096837
178450,33,-8,1,6,1,-2,1,-0.166666666666667,4.62240918425302,0.746744792,0.7,0.497561565096837
178450,46,8,8,-4,-6,8,-2,2,6.6932802122726,0.740234375,0.3,0.475276368275456
178450,15,2,-3,1,9,-9,-2,-0.333333333333333,5.98887858172685,0.746744792,0.866666667,0.497561565096837
178450,10,-2,-8,-7,4,-6,5,-2.33333333333333,5.68037557443754,0.753255208,0.216666667,0.519846758495213
178450,1,7,2,3,2,1,-6,1.5,4.23083916026124,0.0078125,0.2,-2.03180814576725
178450,44,6,-8,-1,-1,5,-3,-0.333333333333333,5.20256347070045,0.746744792,0.733333333,0.497561565096837
178450,89,9,-8,-9,1,-3,9,-0.166666666666667,7.96031825159438,0.736979167,1.216666667,0.464133771576268
178450,31,-4,-8,1,9,-9,-1,-2,6.6332495807108,0.75,0.366666667,0.508704161796025
178450,59,1,3,-8,3,-4,-9,-2.33333333333333,5.42832079621927,0.740234375,0.15,0.475276368275456
178450,28,3,-5,-2,-9,9,5,0.166666666666667,6.70571895225759,0.740234375,1.066666667,0.475276368275456
178450,82,8,-9,8,3,-9,-2,-0.166666666666667,7.78245890876827,0.75,1.216666667,0.508704161796025
178450,64,6,3,4,-7,-2,-3,0.166666666666667,4.9564772436345,0.746744792,0.766666667,0.497561565096837
178450,77,-1,3,5,8,-7,7,2.5,5.64800849857718,0.746744792,0.15,0.497561565096837
178450,27,-9,-3,7,-3,1,-3,-1.66666666666667,5.3166405433005,0.746744792,0.3,0.497561565096837
178450,42,5,-1,5,3,3,-4,1.83333333333333,3.60092580688171,0.75,0.066666667,0.508704161796025
178450,84,1,-5,-8,9,-8,8,-0.5,7.71362431027076,0.746744792,1.05,0.497561565096837
178450,8,2,4,8,-3,-8,5,1.33333333333333,5.85377371160405,0.75,0.466666667,0.508704161796025
178450,94,8,-7,-9,-6,3,9,-0.333333333333333,7.99166232186187,0.75,1.233333333,0.508704161796025
178450,20,1,-4,9,4,1,2,2.16666666666667,4.26223728418147,0.011067708,0.066666667,-2.02066554906806
178450,53,4,-8,-6,-1,-7,2,-2.66666666666667,5.04645089807348,0.746744792,0.083333333,0.497561565096837
178450,54,4,6,7,5,4,1,4.5,2.07364413533277,0.001302083,0,-2.05409334258863
187023,72,-2,5,3,7,-9,1,0.833333333333333,5.74166061925177,0.746527778,0.633333333,-0.323822397302245
187023,5,6,-8,6,-1,5,5,2.16666666666667,5.63619256827396,0.892361111,0.233333333,0.109040132402101
187023,19,5,-4,-1,-2,8,8,2.33333333333333,5.3166405433005,1.027777778,0.133333333,0.510983911892836
187023,15,2,-3,1,9,-9,-2,-0.333333333333333,5.98887858172685,0.826388889,0.866666667,-0.0867786308235653
187023,89,9,-8,-9,1,-3,9,-0.166666666666667,7.96031825159438,1.017361111,1.216666667,0.480065158711026
187023,60,6,-4,2,5,-5,-8,-0.666666666666667,5.7850381733111,0.840277778,0.683333333,-0.0455536275705511
187023,21,-7,8,-4,-1,-1,-6,-1.83333333333333,5.41910201663215,0.236111111,0.233333333,-1.83884125571976
187023,23,2,-6,5,3,-1,-3,0,4.09878030638384,0.829861111,0.7,-0.0764723807523616
187023,7,6,-7,2,1,-5,6,0.5,5.46808924579693,0.850694444,0.65,-0.0146348773569408
187023,58,-6,3,-2,1,-4,7,-0.166666666666667,4.79235502302017,1.114583333,0.733333333,0.768640178513923
187023,65,1,3,-8,8,-3,-3,-0.333333333333333,5.57374799095426,1.225694444,0.8,1.09844020156983
187023,12,-7,-2,-8,-8,-6,9,-3.66666666666667,6.59292550137393,0.427083333,0.016666667,-1.27199746618516
187023,84,1,-5,-8,9,-8,8,-0.5,7.71362431027076,0.75,1.05,-0.313516147231042
187023,53,4,-8,-6,-1,-7,2,-2.66666666666667,5.04645089807348,0.743055556,0.083333333,-0.334128647373449
187023,99,6,-7,-9,2,8,-1,-0.166666666666667,6.85322308601337,0.909722222,1.033333333,0.160571385726318
187023,66,-1,-3,-7,7,2,-4,-1,4.93963561409139,0.982638889,0.433333333,0.377002652062591
187023,52,9,1,1,7,-4,1,2.5,4.72228758124704,0.072916667,0.1,-2.32323503874832
187023,62,9,2,9,1,-4,-1,2.66666666666667,5.3166405433005,0.121527778,0.133333333,-2.17894752884687
187023,33,-8,1,6,1,-2,1,-0.166666666666667,4.62240918425302,0.881944444,0.7,0.0781213792202905
187023,22,7,-6,-1,-1,-5,2,-0.666666666666667,4.76095228569523,0.767361111,0.5,-0.261984893906824
187023,85,8,8,-9,1,-9,-2,-0.5,7.66159252375118,0.871527778,0.983333333,0.0472026290066802
187023,51,2,-2,2,-6,-3,-8,-2.5,4.08656334834051,0.420138889,0.05,-1.29260996632757
187023,14,6,1,-5,-3,-5,8,0.333333333333333,5.64505683467108,0.760416667,0.766666667,-0.282597394049231
187023,37,-5,-8,-6,2,-8,-1,-4.33333333333333,4.03319558993445,0.357638889,0,-1.47812247948203
187023,75,9,-8,-8,1,5,4,0.5,7.06399320497974,0.753472222,0.916666667,-0.303209897159838
187023,71,8,-2,-8,6,7,8,3.16666666666667,6.64580067912563,0.892361111,0.183333333,0.109040132402101
187023,70,-5,2,1,7,-3,6,1.33333333333333,4.76095228569523,0.75,0.3,-0.313516147231042
