SubNum,trialNumber,originalTrial,infoNorm,infoValue,choice,randNum,trialEV,trialVar,Card1,Card2,Card3,Card4,Card5,Card6,newCard1,newCard2,newCard3,newCard4,newCard5,newCard6
1,1,9,0.35,0,2,0.069124105,0.666666667,3.614784456,2,-1,7,-3,1,-2,999,999,7,-3,999,-2
1,2,27,0.5,0,1,0.955218013,-1,5.513619501,1,-5,-8,6,4,-4,999,-5,-8,999,999,-4
1,3,37,0.616666667,0,2,1.435199359,-1,6.387487769,-8,4,-2,-9,3,6,999,4,-2,999,3,999
1,4,50,1,0,2,0.535295718,0.166666667,6.306081721,4,-4,2,-1,-9,9,4,999,2,-1,999,999
1,5,63,0.766666667,0,2,0.555885736,0.666666667,6.282250128,-7,3,6,-3,9,-4,999,999,6,-3,999,-4
1,6,161,0.466666667,0,1,0.231663594,-1,5.138093031,2,8,-2,-5,-4,-5,999,999,999,-5,-4,-5
1,7,315,0.7,0.037109375,1,1.369449685,-0.5,5.468089246,7,-9,-2,-3,2,2,999,-9,-2,-3,999,999
1,8,738,0.55,1.495442708,1,0.258828689,1,6.066300355,-2,-1,8,9,-2,-6,-2,999,999,9,-2,999
1,9,1564,0.65,0.072916667,1,1.321818106,-1.5,7.529940239,-9,8,-6,-4,-6,8,-9,999,-6,999,-6,999
1,10,1987,0.35,0,2,1.446045267,1.833333333,6.047037842,6,-2,-8,3,3,9,6,999,999,999,3,9
1,11,2253,0.35,0,1,0.053041725,-1.5,5.431390246,1,-7,-6,-5,7,1,1,999,999,-5,999,1
1,12,2638,0.15,0.014322917,2,0.69942319,2,4.732863826,3,1,6,-5,8,-1,999,999,6,-5,999,-1
1,13,3397,0.783333333,0,1,1.357240682,0.333333333,5.537749242,-8,-2,4,6,-3,5,999,-2,4,999,999,5
1,14,4342,0.85,0,2,0.139759884,0.666666667,7.174027228,4,-9,8,7,1,-7,999,-9,8,999,999,-7
1,15,4445,0.433333333,0.011067708,1,0.760293142,1.166666667,5.382068995,5,3,3,7,-6,-5,999,999,3,7,-6,999
1,16,5208,0.283333333,0,1,0.805794913,-1.666666667,5.202563471,6,-3,3,-5,-3,-8,6,999,999,-5,999,-8
1,17,5562,0.266666667,0,2,0.394789261,2.166666667,6.112828042,-6,2,9,-3,2,9,999,999,999,-3,2,9
1,18,7630,0,0,1,0.759476205,-2.833333333,4.020779361,-2,-8,-2,-5,4,-4,999,-8,999,999,4,-4
1,19,8301,0.366666667,0,2,0.431309748,1.166666667,4.956477244,5,7,-6,4,-2,-1,999,7,-6,999,-2,999
1,20,8409,0.65,0,2,1.020427547,1.5,7.556454195,8,5,-7,-9,8,4,999,999,999,-9,8,4
1,21,8627,0.433333333,0.030598958,2,1.305370142,2.666666667,7.711463328,-9,9,5,8,-5,8,999,9,5,999,-5,999
1,22,8879,0.133333333,0,2,0.186473633,2.666666667,5.573747991,6,-2,8,7,3,-6,999,-2,999,999,3,-6
1,23,9158,0,0,2,1.465110645,4.5,2.167948339,2,4,2,7,6,6,2,999,999,7,999,6
1,24,9517,0.766666667,0.893229167,1,1.126022426,-0.666666667,6.592925501,8,-9,1,1,3,-8,999,999,1,1,3,999
1,25,10355,0.15,0,2,1.05110314,2.166666667,5.671566509,6,-9,6,4,4,2,999,-9,999,4,999,2
1,26,10715,0,0.017578125,2,0.097878692,6,1.673320053,5,4,8,8,5,6,5,4,999,999,5,999
1,27,11214,0.333333333,0.0078125,1,0.47207048,-1.5,5.394441584,6,-9,-4,3,-4,-1,999,-9,-4,999,-4,999
1,28,11595,0,0.037109375,2,0.221914553,5,6.099180273,9,6,5,9,8,-7,9,999,999,9,8,999
1,29,12095,0.1,0,1,0.720928724,-1.666666667,3.444802849,1,-6,1,1,-6,-1,1,-6,1,999,999,999
1,30,12256,0.8,0,1,0.075544573,-0.666666667,6.439461675,6,6,-8,-4,3,-7,6,6,-8,999,999,999
1,31,12486,0,0.011067708,2,1.151891152,3.166666667,4.070217029,3,7,2,4,-4,7,999,999,999,4,-4,7
1,32,13139,0,0,1,0.250472335,-3.5,4.636809248,-5,1,-7,-4,-9,3,999,1,999,999,-9,3
1,33,15004,0,0,1,0.106255902,-4.166666667,4.355073669,-8,-4,-9,3,-2,-5,-8,999,999,999,-2,-5
1,34,15421,0,0,2,0.347206002,5.166666667,4.308905507,9,1,8,5,9,-1,999,999,999,5,9,-1
1,35,16015,0.066666667,0,2,1.387237221,2.666666667,4.676180778,-4,-1,6,9,3,3,-4,-1,999,999,3,999
1,36,16316,0.666666667,0.020833333,1,0.407340797,-1,6.899275324,8,-3,-4,7,-9,-5,8,-3,-4,999,999,999
1,37,16494,0.216666667,0,1,0.560880904,-2.333333333,5.785038173,-5,-7,-5,-6,1,8,-5,999,999,-6,999,8
1,38,16668,0.716666667,0,1,0.076086075,-1,6.693280212,-8,-6,9,3,-6,2,-8,999,9,999,999,2
1,39,16851,0.85,0.014322917,1,0.883560168,-0.5,6.473020933,-5,-6,8,6,-7,1,999,999,8,6,-7,999
1,40,16969,0.133333333,0,1,0.077995388,-2.5,5.431390246,6,-9,-7,1,-3,-3,6,999,999,1,999,-3
1,41,17801,0.783333333,0,1,1.040564395,-0.833333333,6.765106552,-7,-6,3,9,-7,3,-7,-6,999,999,999,3
1,42,18189,0.266666667,0.004557292,2,0.193438358,2.333333333,6.022181222,-5,5,9,3,7,-5,-5,999,999,3,7,999
1,43,18386,0.283333333,0,2,0.384517429,1.833333333,5.776388722,-9,7,4,2,6,1,-9,7,999,999,999,1
1,44,19025,0,0.02734375,1,0.045864908,-3.666666667,6.218252702,-9,-4,-9,-4,8,-4,999,-4,-9,-4,999,999
1,45,19470,0,0.0078125,1,1.468736405,-2.666666667,3.502380143,1,-1,-1,-8,-1,-6,1,999,999,-8,999,-6
1,46,19618,0.733333333,0.033854167,2,0.788452935,0.166666667,4.622409184,2,3,-2,-8,5,1,2,999,999,-8,5,999
1,47,20718,0.5,0.011067708,1,1.16843735,-1.333333333,6.282250128,5,-9,-4,-6,7,-1,5,-9,999,999,7,999
1,48,21035,0.033333333,0.056640625,2,0.09816811,3.5,5.924525297,5,9,3,9,2,-7,999,9,999,999,2,-7
1,49,21217,0.9,0,1,0.221876006,-0.333333333,6.345602152,8,-9,-1,4,-6,2,999,-9,999,4,-6,999
1,50,21668,0.3,0,1,0.017149458,-2,5.865151319,-4,-8,-3,3,7,-7,-4,-8,999,3,999,999
1,51,21827,0.5,0,1,0.345884835,0.5,4.370354677,-3,-5,-1,1,6,5,999,-5,-1,1,999,999
1,52,21872,0.666666667,0.017578125,1,0.364118629,-1.333333333,7.44759469,-8,-9,-1,9,-5,6,-8,999,-1,9,999,999
1,53,22064,0.433333333,0,1,0.328671322,0.833333333,4.622409184,4,8,1,-5,-2,-1,4,999,999,-5,999,-1
1,54,22641,0.316666667,0.014322917,1,1.006344218,-1.166666667,4.490731195,-1,6,-6,2,-4,-4,-1,999,-6,999,999,-4
1,55,23319,0.45,0,1,1.454801488,1.833333333,7.250287351,9,-3,8,-4,-7,8,9,999,999,999,-7,8
1,56,23354,0.35,0,1,1.409628934,0.166666667,2.483277404,2,3,-1,2,-3,-2,999,999,-1,999,-3,-2
1,57,24006,0.183333333,0.642578125,2,1.439532185,1.833333333,4.792355023,3,8,1,-4,6,-3,3,999,1,-4,999,999
1,58,24640,0,0,2,0.565241223,5.166666667,1.834847859,7,4,4,8,4,4,999,4,999,8,999,4
1,59,25369,0.1,0.037109375,1,1.463715432,-2.833333333,5.600595206,-9,3,4,-7,-7,-1,-9,3,999,999,999,-1
1,60,25628,0.4,0,1,0.338766666,-2,6.6633325,-7,-2,4,-8,-7,8,999,-2,999,-8,999,8
1,61,25714,0.6,0,1,0.824102318,-0.666666667,5.278888772,-3,6,4,1,-8,-4,-3,6,999,999,-8,999
1,62,25905,0.533333333,0,2,0.748181637,0.333333333,4.179314138,-5,1,6,3,1,-4,999,1,6,999,999,-4
1,63,26325,0.35,0.740234375,2,0.852272172,2,6.449806199,9,2,7,4,-9,-1,999,2,999,4,-9,999
1,64,26960,0.833333333,0,1,0.601715949,-0.666666667,7.089898918,-5,-2,-9,8,-4,8,-5,-2,-9,999,999,999
1,65,27449,0.866666667,0.053385417,1,1.329284632,0.333333333,5.853773712,1,7,-2,-9,-1,6,1,7,-2,999,999,999
1,66,27611,0.266666667,0.001302083,2,0.113951772,1.833333333,5.192943931,5,-5,6,7,-4,2,5,-5,999,999,-4,999
1,67,28434,0.533333333,0,2,0.740128142,1.5,6.715653356,7,2,-9,-4,8,5,7,999,999,999,8,5
1,68,29025,0.416666667,0,1,0.659931501,-1.333333333,5.750362307,6,-1,-5,5,-8,-5,6,999,999,5,-8,999
1,69,29809,0.116666667,0,2,0.019940161,2.166666667,4.792355023,4,1,8,6,-1,-5,4,999,999,6,999,-5
1,70,30312,0.916666667,0,1,1.159185056,-0.166666667,6.08002193,-1,-2,-7,5,9,-5,999,-2,999,999,9,-5
1,71,30729,0.216666667,0.030598958,2,0.673149639,3.333333333,7.229568913,7,-9,8,9,-2,7,7,999,999,9,-2,999
1,72,31033,0.516666667,0,1,1.45680149,-1.166666667,5.980523946,-8,7,-2,5,-3,-6,999,7,999,999,-3,-6
1,73,31428,0,0.037109375,2,0.032623291,4.666666667,5.391351098,-5,9,6,7,2,9,999,999,6,7,2,999
1,74,31452,0.716666667,0.001302083,1,0.128833198,0.5,5.683308895,7,-3,2,7,-6,-4,999,-3,2,999,-6,999
1,75,31688,0.633333333,0,2,0.884484292,0.166666667,4.622409184,-5,1,2,4,5,-6,-5,1,999,4,999,999
1,76,32597,0,0,2,1.338557691,2.666666667,3.932768321,-2,1,1,7,1,8,-2,999,1,7,999,999
1,77,33467,0.116666667,0.014322917,1,0.005609499,-2.166666667,4.578937286,2,4,-3,-2,-6,-8,2,999,999,999,-6,-8
1,78,33484,0,0.037109375,2,0.566206484,3.833333333,3.371448749,1,1,3,7,2,9,999,999,999,7,2,9
1,79,33915,0.033333333,0.02734375,2,0.580952796,3.666666667,6.121002097,8,8,8,-6,-2,6,999,999,8,-6,-2,999
1,80,35403,0.45,0.014322917,2,1.04928479,2,6.985699679,8,-5,3,9,-8,5,999,999,3,9,999,5
1,81,35535,1,0.030598958,1,0.852676637,-0.666666667,7.916228058,9,1,-5,-8,8,-9,999,1,999,-8,999,-9
1,82,36067,0.55,0.014322917,1,0.525522669,-2,7.483314774,-5,-6,-7,8,-9,7,999,999,-7,8,-9,999
1,83,36445,0.716666667,0,1,0.221668331,0.666666667,5.921711464,9,-5,4,4,-2,-6,999,-5,999,4,-2,999
1,84,36659,0.383333333,0,1,0.675366563,-1.166666667,5.192943931,-5,5,3,-8,2,-4,999,5,3,-8,999,999
1,85,36779,0.15,0,1,1.303984756,-1.5,4.086563348,-2,-1,1,-9,-1,3,999,-1,1,999,-1,999
1,86,37063,0.1,0,2,0.631295094,2.666666667,5.715476066,-8,2,3,4,7,8,-8,2,999,999,7,999
1,87,37101,0.2,0.014322917,2,1.430480118,2.166666667,5.879342367,3,6,1,5,7,-9,999,6,999,5,999,-9
1,88,37225,0.2,0,1,1.321640826,-1.5,4.593473631,-2,7,-1,-6,-2,-5,999,999,-1,-6,999,-5
1,89,38716,0.316666667,0,1,1.368571076,-1.833333333,5.564770136,-3,5,-8,-4,-6,5,-3,999,999,-4,999,5
1,90,38887,0.633333333,0.069661458,1,0.84553187,-0.833333333,6.112828042,8,-2,-3,-8,-5,5,8,999,999,-8,999,5
1,91,39128,0.383333333,0.014322917,2,0.072167529,0.833333333,4.400757511,5,1,5,-4,3,-5,5,1,5,999,999,999
1,92,39206,0.083333333,0,2,0.006100001,3.166666667,5.600595206,2,-5,9,-1,9,5,2,-5,999,-1,999,999
1,93,39563,0.85,0,1,0.106543868,0.333333333,6.314005596,7,9,-1,-2,-7,-4,7,9,-1,999,999,999
1,94,39770,0.1,0.001302083,1,1.381799132,-2.333333333,4.885352256,-8,2,1,-7,3,-5,999,2,1,999,999,-5
1,95,40228,0.65,0,1,1.449857892,-1,6.542170894,-1,9,-3,-8,4,-7,999,999,-3,999,4,-7
1,96,41943,0.883333333,0.02734375,1,1.154075092,0.5,6.774953874,-9,2,2,-6,5,9,-9,999,999,-6,999,9
1,97,42035,0,0.0078125,2,1.419275503,5.666666667,3.881580434,-1,8,8,7,3,9,-1,8,999,999,999,9
1,98,42130,0,0.024088542,2,0.243037161,3.333333333,3.386246693,5,3,7,6,1,-2,5,3,999,999,1,999
1,99,42217,0.583333333,0,1,0.012896397,-1.666666667,7.284687136,-4,-6,7,-9,-6,8,999,999,999,-9,-6,8
1,100,42990,0.933333333,0,1,0.809253034,-0.666666667,7.089898918,4,-8,7,-8,6,-5,4,-8,999,999,999,-5
2,1,12,0.4,1.457701393,1,1.047805079,-2.5,7.231873893,8,-4,5,-7,-8,-9,999,-4,5,999,-8,999
2,2,15,0.333333333,0.729008734,1,0.122657109,-1.166666667,4.833908012,-4,5,1,-5,-7,3,999,5,999,999,-7,3
2,3,37,0.616666667,0,1,1.435199359,-1,6.387487769,-8,4,-2,-9,3,6,999,4,-2,999,3,999
2,4,42,0.85,0.750775937,1,1.180102673,-0.666666667,6.801960502,2,9,-9,4,-4,-6,2,9,999,999,999,-6
2,5,79,0.683333333,1.489393214,2,1.336362033,1,6.633249581,-8,-2,9,-3,2,8,999,-2,999,999,2,8
2,6,504,0.366666667,1.5,1,0.0494208,-2.333333333,6.918574034,5,7,-2,-7,-8,-9,5,999,-2,-7,999,999
2,7,582,0.966666667,1.5,1,0.686257476,-0.166666667,6.145459028,-4,3,-3,7,-9,5,-4,999,-3,999,-9,999
2,8,1228,0.05,1.5,2,0.895631886,3.5,5.61248608,8,-3,6,5,9,-4,999,999,6,999,9,-4
2,9,1329,0.433333333,1.5,2,0.754561925,1.666666667,6.314005596,6,-9,-1,4,9,1,999,999,-1,4,9,999
2,10,2046,0.216666667,1.5,2,1.493796784,2,5.477225575,8,8,-5,-2,4,-1,999,8,-5,999,4,999
2,11,2386,0.4,1.5,2,0.978989334,2,6.449806199,4,-6,-6,4,8,8,4,999,999,999,8,8
2,12,3541,0.816666667,1.5,1,0.074418108,-0.666666667,6.831300511,-8,1,-9,-1,5,8,999,1,-9,999,999,8
2,13,4834,1,1.5,1,0.50377059,-0.166666667,6.400520812,9,4,2,-8,-2,-6,999,999,2,-8,999,-6
2,14,5183,0.3,1.5,1,0.390882308,1,4.049691346,-4,6,5,1,-3,1,-4,999,999,1,-3,999
2,15,6132,0.216666667,1.5,2,0.712005174,1.333333333,4.131182236,3,5,4,-1,-6,3,999,5,4,999,999,3
2,16,6493,0,1.5,2,1.266206586,4.333333333,5.240865069,8,9,4,9,-2,-2,999,999,4,9,-2,999
2,17,6500,0.466666667,1.5,2,1.080376892,0.833333333,4.665476039,3,1,9,-3,-2,-3,3,999,9,-3,999,999
2,18,6530,0.716666667,0,1,1.124098804,-0.833333333,6.911343333,-5,-6,-6,9,7,-4,-5,-6,999,9,999,999
2,19,6535,0.533333333,0,1,0.122741654,-1.666666667,7.004760286,-8,-4,-2,-9,9,4,-8,999,-2,999,9,999
2,20,6656,0.8,1.5,1,0.888504546,0.666666667,6.439461675,8,-3,-6,4,-6,7,999,-3,-6,999,-6,999
2,21,6718,0.583333333,1.5,1,0.030639921,-0.5,4.722287581,7,2,-5,1,-3,-5,999,999,-5,1,-3,999
2,22,7095,0,0,1,0.708963637,-4,4.857983121,-7,5,-2,-6,-8,-6,999,5,-2,999,-8,999
2,23,7877,0.7,1.5,2,0.01432494,0.333333333,5.046450898,-2,-5,-5,4,7,3,-2,999,999,4,7,999
2,24,8141,0,0,2,0.545949886,6.666666667,1.366260102,8,5,7,5,8,7,999,999,7,5,999,7
2,25,8654,0.416666667,0,1,1.469940504,-1,4.979959839,-4,6,-7,4,-2,-3,999,6,-7,4,999,999
2,26,9155,0.533333333,1.5,2,0.524636215,-0.666666667,4.802776974,-4,-8,-2,3,4,3,999,999,999,3,4,3
2,27,9298,1.483333333,1.5,2,1.011035191,-0.166666667,8.635199284,9,-9,-7,7,-8,7,9,999,-7,999,999,7
2,28,9509,0,0,2,0.085366529,5.5,1.516575089,5,6,3,7,5,7,5,6,999,999,5,999
2,29,9712,0.85,1.5,1,0.049403804,-0.5,6.503845017,-1,9,5,-3,-4,-9,999,999,5,999,-4,-9
2,30,10355,0.15,1.5,1,1.05110314,2.166666667,5.671566509,6,-9,6,4,4,2,999,-9,999,4,999,2
2,31,10495,0.116666667,1.5,2,0.888906523,2.166666667,4.578937286,8,-4,2,-2,6,3,8,999,2,999,6,999
2,32,10540,0,0.009380162,1,0.673876941,-4,3.577708764,-4,-1,-5,-6,-9,1,999,-1,999,-6,-9,999
2,33,11869,0,0.00706348,2,0.454963417,6.333333333,1.366260102,5,6,6,5,8,8,999,6,999,5,999,8
2,34,12688,0,0,1,0.367498597,-5.333333333,2.250925735,-2,-9,-6,-5,-5,-5,999,999,-6,-5,999,-5
2,35,12879,0.233333333,0,1,0.553758238,-2.666666667,6.314005596,8,2,-5,-6,-8,-7,999,999,-5,-6,999,-7
2,36,12886,0.4,1.5,1,0.085012794,2,6.418722614,4,-8,6,7,-4,7,999,-8,999,7,999,7
2,37,13232,0.6,1.5,1,1.174267539,1,6.292853089,-5,1,-8,4,7,7,999,1,-8,999,999,7
2,38,14058,0.416666667,1.5,2,0.21662441,1.5,5.924525297,-9,4,-2,6,6,4,999,4,-2,6,999,999
2,39,15272,0,1.5,2,0.944062219,2.833333333,3.868677638,-1,-3,5,6,4,6,-1,999,999,6,999,6
2,40,15919,0.65,1.5,1,1.190080237,0.833333333,5.946988033,4,-3,5,1,-9,7,999,-3,5,999,-9,999
2,41,16087,1.266666667,1.482115161,2,1.135527238,0,7.293833012,-6,4,-4,9,-9,6,-6,4,999,9,999,999
2,42,17105,0.183333333,1.5,1,1.217984543,-2.166666667,5.845225972,5,-8,-6,1,-8,3,5,999,999,1,-8,999
2,43,17407,0.8,1.5,1,0.624484775,0.166666667,5.115336418,3,-8,2,7,-1,-2,3,-8,999,999,999,-2
2,44,17822,0.5,1.5,1,0.660839248,-2.5,7.893034904,7,-9,8,-7,-9,-5,999,999,8,-7,999,-5
2,45,18186,0.216666667,1.5,2,0.675465463,1.833333333,4.996665555,-6,2,6,2,-1,8,999,2,999,999,-1,8
2,46,18383,0,1.5,2,0.841160835,4.166666667,4.070217029,5,3,-3,8,4,8,5,999,999,8,999,8
2,47,18562,1.1,1.5,2,0.701343631,0.333333333,7.312090444,6,5,-3,9,-6,-9,999,5,999,9,-6,999
2,48,19126,0.3,1.49740946,2,0.469943274,-2,5.621387729,-5,-5,-5,7,3,-7,999,-5,999,7,999,-7
2,49,19491,0.783333333,1.5,1,1.137220824,0.5,6.41092817,6,-9,2,5,-6,5,6,-9,999,999,-6,999
2,50,19740,0.8,1.5,1,0.575063346,1,7.293833012,-4,9,3,9,-2,-9,-4,9,999,999,999,-9
2,51,19920,0,1.5,2,1.000165041,3.833333333,5.231315959,3,-6,5,9,5,7,3,999,5,9,999,999
2,52,19978,0.033333333,1.5,2,1.347418717,3,4.335896678,2,-3,7,-1,7,6,999,999,999,-1,7,6
2,53,20882,0.366666667,1.5,2,0.825044455,1.833333333,6.400520812,-7,7,6,9,-1,-3,999,7,6,9,999,999
2,54,21885,0.9,1.485261085,2,1.054017915,0.666666667,7.118052168,9,-2,-5,4,7,-9,9,-2,999,4,999,999
2,55,22122,0.533333333,1.5,2,1.347108912,1.166666667,6.112828042,-1,-6,9,6,4,-5,999,999,9,6,4,999
2,56,22648,0.2,1.5,1,1.037891723,-3,6.899275324,-7,1,-4,9,-9,-8,999,1,-4,999,999,-8
2,57,22865,0.316666667,1.5,1,1.247701543,-1.833333333,5.913261931,-2,-9,8,1,-3,-6,-2,-9,999,999,999,-6
2,58,24521,0.383333333,0,1,0.618645485,-2.166666667,6.585337248,-4,-7,-9,7,-5,5,999,-7,-9,7,999,999
2,59,25150,0.55,1.5,1,0.6386592,0.5,4.722287581,5,6,-5,1,-5,1,999,999,-5,999,-5,1
2,60,25562,0.533333333,1.5,1,0.844452889,-0.666666667,5.125101625,1,1,-6,4,-8,4,999,999,-6,4,-8,999
2,61,26973,0,0,1,0.440259635,-4.833333333,3.544949459,-8,-7,-9,-1,-2,-2,-8,999,-9,999,999,-2
2,62,27314,0.3,1.5,2,0.590372362,1.166666667,4.44597196,5,-2,8,-3,1,-2,999,-2,8,-3,999,999
2,63,27477,0.633333333,1.49127593,2,0.534202894,0.833333333,5.741660619,-1,1,-9,7,6,1,999,1,-9,999,6,999
2,64,27716,0.3,1.5,2,0.104573519,1.5,5.08920426,-7,4,3,-1,8,2,999,4,3,999,999,2
2,65,28610,0.1,0,1,0.240167711,-3,5.761944116,-1,4,-9,3,-7,-8,-1,999,999,3,999,-8
2,66,29097,1.016666667,1.5,1,1.062840422,0.166666667,6.400520812,8,-8,3,-4,6,-4,999,-8,999,-4,999,-4
2,67,31070,0.566666667,1.5,1,0.790249968,0.833333333,5.600595206,-8,2,-4,5,4,6,-8,2,999,999,999,6
2,68,31787,0.433333333,0,1,0.151657843,-1.666666667,6.439461675,-8,7,5,-7,-6,-1,999,7,5,-7,999,999
2,69,32243,0.2,1.5,2,1.335909663,2.5,5.856620186,5,-3,9,7,-6,3,999,999,9,7,999,3
2,70,32328,0.666666667,1.5,1,0.514340503,1,6.811754546,4,8,-6,5,-9,4,999,8,999,5,-9,999
2,71,32336,0.45,1.5,2,0.134585118,1.166666667,5.564770136,-3,-7,6,8,2,1,999,999,6,999,2,1
2,72,32766,0.25,0,1,1.328301872,-2,5.403702434,-6,-3,6,3,-4,-8,-6,-3,999,999,999,-8
2,73,32829,1.033333333,1.5,1,1.330292687,-0.333333333,7.061633428,2,-4,8,-6,7,-9,999,-4,999,999,7,-9
2,74,33050,0.016666667,0,1,0.116944543,-2.666666667,4.966554809,-5,-3,-5,-7,-3,7,-5,999,-5,999,-3,999
2,75,33054,0.166666667,1.5,1,0.007387413,2.166666667,5.115336418,-1,3,-6,9,4,4,999,3,-6,999,4,999
2,76,33221,0,0,2,0.947322829,5.666666667,1.632993162,6,6,3,6,5,8,999,999,999,6,5,8
2,77,33384,0.333333333,1.5,2,1.459831654,1.666666667,5.680375574,8,2,6,-1,3,-8,8,999,999,-1,3,999
2,78,33654,0.15,1.5,2,1.498114549,2,4.69041576,1,-2,9,-4,4,4,1,999,9,999,4,999
2,79,33696,0,1.5,2,0.136291362,4.166666667,5.776388722,8,1,5,9,-6,8,8,1,5,999,999,999
2,80,33916,0.566666667,1.5,2,0.600091147,0.5,4.7644517,-6,2,-4,3,7,1,999,2,999,999,7,1
2,81,34124,0.016666667,1.5,2,1.213171501,2.666666667,4.179314138,-1,6,6,5,-4,4,-1,999,6,5,999,999
2,82,35220,0.05,0,1,0.634703997,-3.333333333,6.531972647,-3,-8,9,-9,-6,-3,-3,999,999,999,-6,-3
2,83,35307,0.083333333,1.5,1,1.089247759,2.333333333,4.633213428,5,6,-1,7,-5,2,5,999,-1,999,-5,999
2,84,35857,1.033333333,1.5,1,0.260213357,-0.333333333,6.976149845,-9,4,5,-3,-7,8,999,999,999,-3,-7,8
2,85,36060,0.283333333,1.5,1,0.776491033,-1.666666667,5.428320796,-5,-9,5,-4,-1,4,-5,999,999,-4,999,4
2,86,36644,0.816666667,1.5,2,1.148043808,-0.333333333,5.785038173,-1,-3,-2,-8,3,9,999,-3,999,999,3,9
2,87,36794,0.4,1.5,2,0.106025886,1.333333333,5.715476066,-2,6,-3,5,-6,8,999,6,-3,999,999,8
2,88,36992,0.133333333,0,1,0.742665494,-2.666666667,5.573747991,4,-2,-7,-8,-7,4,4,999,-7,-8,999,999
2,89,37615,0.35,0,1,0.693394833,-1.666666667,5.819507425,4,6,-4,-9,-1,-6,4,999,999,999,-1,-6
2,90,37633,0.033333333,0,1,0.284009761,-3.166666667,5.564770136,-1,7,-8,-7,-4,-6,-1,999,999,-7,-4,999
2,91,37820,0.733333333,1.5,1,1.160823134,0.166666667,4.792355023,3,-6,7,-1,-4,2,999,-6,999,-1,-4,999
2,92,37898,0,1.5,2,0.369384952,3.333333333,2.875181154,4,7,-1,4,5,1,4,999,-1,999,5,999
2,93,38843,0.983333333,1.5,1,0.154566858,0.166666667,6.645800679,3,-7,-9,3,3,8,999,-7,999,3,999,8
2,94,40305,0.416666667,0,1,0.700904301,-0.833333333,4.400757511,1,-4,-3,7,-1,-5,1,999,-3,999,999,-5
2,95,40642,0.683333333,1.5,1,1.335330843,0.666666667,5.955389716,-2,9,6,-7,-3,1,-2,9,999,-7,999,999
2,96,40876,0.033333333,1.5,1,0.421798899,-3.333333333,4.844240567,-4,-9,-1,1,2,-9,999,-9,-1,1,999,999
2,97,41408,0.066666667,1.5,2,1.183164441,3.333333333,5.785038173,6,4,9,-6,-1,8,6,999,999,999,-1,8
2,98,42293,0.4,1.5,1,0.458259163,1,4.857983121,2,1,-3,5,-6,7,2,1,-3,999,999,999
2,99,43872,0.016666667,0,1,1.417988336,-3.166666667,5.492419018,-2,-5,7,-6,-9,-4,-2,999,999,-6,-9,999
2,100,43903,0.816666667,0,1,0.61251694,-0.333333333,6.314005596,-5,-3,-2,8,7,-7,999,999,-2,8,999,-7
3,1,4,0.583333333,1.485677083,2,1.281391915,-0.5,4.7644517,6,1,-3,2,-1,-8,999,1,999,2,999,-8
3,2,7,0.9,1.479166667,1,0.337523765,-0.333333333,6.022181222,-5,6,4,-8,5,-4,-5,6,999,999,999,-4
3,3,19,0.766666667,0.014322917,2,0.59915733,0,4.472135955,-3,7,-6,2,1,-1,999,7,999,999,1,-1
3,4,24,0.9,0.011067708,2,0.35611337,0.333333333,6.186005712,-7,6,-3,3,-5,8,-7,999,-3,999,999,8
3,5,65,0.65,1.488932292,2,0.228563314,0.5,5.431390246,4,-5,7,1,-7,3,4,-5,999,1,999,999
3,6,645,0.816666667,0.037109375,2,0.04392692,1.166666667,8.352644292,9,1,8,7,-9,-9,9,999,999,7,-9,999
3,7,744,0.133333333,0.0078125,2,0.558886535,2.666666667,5.240865069,6,7,5,-5,6,-3,6,7,999,-5,999,999
3,8,1444,0.6,0.017578125,2,0.949651593,0.666666667,5.316640543,-4,3,-5,7,-3,6,-4,3,-5,999,999,999
3,9,1992,0.716666667,0.011067708,2,0.540618826,1,6.782329983,-5,6,-7,-3,6,9,-5,999,999,-3,999,9
3,10,2470,0.566666667,0.076171875,2,0.759195621,1,5.761944116,7,1,-1,2,6,-9,999,1,-1,999,999,-9
3,11,2620,0.216666667,0.092447917,2,1.141948994,2.333333333,5.887840578,8,2,4,-5,-4,9,8,999,4,-5,999,999
3,12,2658,0.083333333,0.017578125,1,0.355286142,-2.333333333,4.676180778,2,-6,-6,-1,-7,4,2,999,999,-1,-7,999
3,13,3112,0.966666667,1.498697917,2,0.001178411,-0.166666667,6.112828042,9,4,-4,-8,1,-3,999,4,999,999,1,-3
3,14,3633,0.616666667,0.033854167,2,0.524908209,1.833333333,8.035338616,-8,2,9,7,9,-8,-8,2,999,999,999,-8
3,15,4865,0.783333333,0.024088542,2,0.472289712,0.333333333,6.218252702,-8,6,5,-7,4,2,999,6,5,-7,999,999
3,16,6018,0.4,0.014322917,1,0.184997136,-1.5,5.856620186,2,-9,-2,-8,4,4,2,999,999,-8,999,4
3,17,6705,0.433333333,0.040364583,1,1.399329316,-2.666666667,7.527726527,-8,-6,-8,7,7,-8,-8,-6,999,7,999,999
3,18,7434,0.1,0.033854167,2,1.213858278,1.333333333,3.141125064,5,1,5,-2,1,-2,5,999,999,999,1,-2
3,19,7839,0.466666667,0.756510417,2,0.882919609,0.666666667,4.676180778,4,-5,3,1,6,-5,999,-5,999,999,6,-5
